yearID,G,AB,RBI,BB,SO,Salary,Birth_Year,AgeInYear,Batting_Average,N_Y_Batting_Average
2010,45,16,0,0,9,402000,1983,27,0,0
2008,58,3,0,0,3,2000000,1970,38,0,0
2003,33,74,2,1,14,3825000,1975,28,0.1891891892,0.2469135802
1998,74,211,31,17,37,170000,1975,23,0.3033175355,0.227154047
1995,55,2,1,0,1,315000,1967,28,0.5,0
2007,19,38,5,1,11,,1979,28,0.2105263158,0
2002,88,273,29,9,44,,1971,31,0.2454212454,0.1818181818
2000,105,342,61,42,64,1500000,1964,36,0.2748538012,0.2918149466
2014,123,479,64,47,108,517000,1986,28,0.2442588727,0.2680412371
2002,32,62,6,3,13,206000,1978,24,0.3064516129,0.2222222222
2006,33,6,0,0,4,15661427,1963,43,0.1666666667,0.0666666667
2013,140,413,61,59,87,2450000,1984,29,0.2348668281,0.2535885167
2007,67,241,39,24,12,382500,1980,27,0.3319502075,0.265795207
1992,22,32,2,3,15,190000,1968,24,0.15625,0.0943396226
2001,78,6,0,0,2,762500,1979,22,0.1666666667,0.5
1993,39,101,11,9,29,112500,1968,25,0.2475247525,0.2419354839
2011,149,543,69,77,89,12000000,1976,35,0.3001841621,0.2983114447
2003,33,3,0,0,2,315000,1978,25,0,0
2014,16,30,2,1,12,7250000,1987,27,0.1,0.2916666667
1999,88,250,45,28,73,202850,1973,26,0.276,0.2355460385
1992,122,413,44,25,69,145000,1969,23,0.2639225182,0.25
1998,50,0,0,0,0,875000,1967,31,0,0
2003,75,5,1,0,1,300000,1977,26,0.2,0
2014,71,0,0,0,0,512400,1987,27,0,0
2005,150,500,56,46,58,7500000,1974,31,0.236,0.2844677138
2004,157,581,83,54,106,1750000,1975,29,0.2753872633,0.2954545455
1998,34,75,4,4,18,9600000,1966,32,0.24,0.171875
2003,35,0,0,0,0,,1971,32,0,0
2014,26,39,2,4,13,,1982,32,0.1282051282,0.2666666667
1998,45,87,7,13,21,174500,1970,28,0.2643678161,0.1666666667
2000,128,417,43,32,96,750000,1970,30,0.2613908873,0.217847769
1993,134,530,78,61,42,3820000,1961,32,0.2905660377,0.3037634409
2010,32,2,0,0,0,1300000,1987,23,0,0
2007,139,504,51,35,74,440000,1984,23,0.2698412698,0.300589391
1994,9,28,2,1,8,,1971,23,0.25,0.1764705882
1995,144,528,85,65,99,4275000,1963,32,0.2803030303,0.2949756888
2000,46,123,20,19,19,,1971,29,0.3008130081,0.2173913043
2005,105,289,54,44,45,825000,1976,29,0.3044982699,0.2672064777
1993,102,281,37,60,53,635000,1961,32,0.2989323843,0.2317073171
2007,31,4,0,0,4,9836116,1974,33,0,0.25
2005,157,567,69,40,95,400000,1977,28,0.2768959436,0.2550831793
2013,116,413,44,51,110,10000000,1983,30,0.2300242131,0.2433537832
2011,123,462,54,54,99,414000,1987,24,0.2467532468,0.2297297297
1990,122,431,64,48,77,1400000,1959,31,0.2482598608,0.2615384615
2003,146,524,85,59,77,2100000,1971,32,0.3263358779,0.2832080201
1998,70,0,0,0,0,525000,1969,29,0,0
2008,68,0,0,0,0,6000000,1974,34,0,0
2003,118,311,37,26,53,675000,1976,27,0.2475884244,0.2362637363
2000,116,451,73,70,70,5750000,1968,32,0.2549889135,0.2671755725
1998,30,29,1,1,14,3050000,1970,28,0.1034482759,0.2739726027
2002,32,7,0,0,3,575000,1973,29,0,0
1996,12,2,0,1,0,,1962,34,0,0
1994,44,99,8,13,24,260000,1961,33,0.2626262626,0.2339622642
2010,1,0,0,0,0,,1985,25,0,0
1991,10,19,2,3,5,,1966,25,0.2631578947,0
2008,157,653,118,50,52,457000,1983,25,0.32618683,0.2955271565
1990,18,45,5,4,14,100000,1967,23,0.2444444444,0.2432432432
1996,91,295,24,25,29,140000,1973,23,0.2508474576,0.1951219512
2014,6,2,0,0,2,,1988,26,0,0.2679738562
2004,21,36,5,2,20,3150000,1980,24,0.1388888889,0.2291666667
2013,68,0,0,0,0,490000,1986,27,0,0
1994,17,42,5,8,6,,1960,34,0.380952381,0.1379310345
2012,156,611,85,55,151,485000,1987,25,0.2422258592,0.225974026
2002,8,13,3,1,4,,1979,23,0.3076923077,0.2830188679
1997,19,0,0,0,0,153000,1971,26,0,0.2
1998,54,0,0,0,0,750000,1969,29,0,0
2005,34,0,0,0,0,3150000,1972,33,0,0
2002,5,0,0,0,0,,1982,20,0,0
1995,130,492,56,16,48,2675000,1971,24,0.3028455285,0.3004694836
2013,36,33,0,0,18,500500,1987,26,0.1818181818,0.1785714286
2011,64,8,0,0,3,427500,1986,25,0.125,0
2009,30,59,11,6,21,,1983,26,0.2711864407,0.2608695652
2012,17,0,0,0,0,,1989,23,0,0
2012,32,2,0,0,1,3750000,1984,28,0,0.3333333333
2004,135,436,40,42,63,350000,1976,28,0.2568807339,0.2682926829
1991,119,345,39,47,32,2183333,1958,33,0.2637681159,0.2212643678
2011,113,395,59,38,36,5500000,1975,36,0.2987341772,0.3064516129
2001,2,1,0,0,1,,1977,24,0,0.2
1991,14,12,1,1,5,365000,1966,25,0.1666666667,0.0384615385
2002,150,556,122,103,144,15000000,1968,34,0.2877697842,0.2785299807
2011,70,284,37,27,36,1000000,1984,27,0.264084507,0.2829457364
2003,119,395,39,45,92,600000,1972,31,0.2506329114,0.2810810811
1998,145,497,74,82,129,1800000,1963,35,0.2555331992,0.281030445
1995,114,406,43,25,74,4200000,1962,33,0.2783251232,0.2723735409
1995,30,42,11,6,10,109000,1971,24,0.2619047619,0
2007,13,12,1,0,5,,1979,28,0.3333333333,0.1333333333
2004,143,481,45,45,60,,1980,24,0.2848232848,0.3081510934
1994,20,24,1,2,5,130000,1968,26,0.25,0.3157894737
2007,150,513,55,34,112,4150000,1979,28,0.2339181287,0.2469135802
1998,63,3,0,0,1,1050000,1966,32,0.3333333333,0
1998,3,7,0,1,2,225000,1970,28,0.1428571429,0.1463414634
1990,37,51,3,4,8,,1968,22,0.2745098039,0.2620689655
2010,110,426,57,34,83,,1985,25,0.2957746479,0.2734899329
2001,2,1,0,0,1,,1969,32,0,0
2006,98,130,17,15,27,700000,1975,31,0.3076923077,0.3272727273
2009,33,4,1,1,1,465000,1982,27,0,0.2
2011,131,505,60,20,86,26187500,1978,33,0.2178217822,0.2304526749
1995,130,474,87,41,87,130000,1972,23,0.2953586498,0.2934131737
1994,100,313,44,40,86,350000,1967,27,0.2268370607,0.202970297
2000,48,16,1,2,8,300000,1976,24,0.0625,0
2009,68,2,0,0,0,480000,1982,27,0,0
1996,16,26,3,2,13,109000,1974,22,0.0769230769,0.125
2005,44,79,11,14,19,323125,1979,26,0.2784810127,0.2794376098
2010,102,362,77,58,67,9375000,1979,31,0.3066298343,0.2575406032
1995,40,104,18,16,14,109000,1971,24,0.2596153846,0.2446043165
1999,156,588,80,56,94,3200000,1965,34,0.2925170068,0.2683823529
2010,64,0,0,0,0,410000,1979,31,0,0
2014,68,1,0,0,1,4500000,1979,35,0,0
2009,37,0,0,0,0,414800,1978,31,0,0
2013,53,0,0,0,0,500000,1986,27,0,0
2006,87,286,27,9,74,,1979,27,0.2657342657,0.25
2000,15,50,2,3,14,,1975,25,0.3,0.2628571429
2004,67,0,0,0,0,420000,1973,31,0,0
1995,66,203,32,7,26,2550000,1966,29,0.3004926108,0.2631578947
1997,117,175,18,21,24,275000,1965,32,0.2342857143,0.1869158879
2008,9,0,0,0,0,500000,1978,30,0,0
2006,122,440,61,34,51,1300000,1971,35,0.3,0.2522796353
1993,49,160,18,6,28,109000,1969,24,0.25625,0.250764526
2009,137,504,70,30,54,460000,1984,25,0.3115079365,0.2528089888
1999,162,562,143,149,127,6500000,1968,31,0.3042704626,0.3101694915
2012,34,70,1,1,29,2425000,1986,26,0.1142857143,0.1551724138
2009,81,226,27,18,53,415000,1981,28,0.2876106195,0.2718446602
2004,8,12,2,1,1,,1979,25,0.0833333333,0.2410714286
2009,56,1,0,0,1,9500000,1971,38,0,0.125
2003,30,87,15,19,29,,1978,25,0.2873563218,0.2822384428
2009,103,378,58,41,65,,1986,23,0.2698412698,0.2522522523
1997,68,224,33,32,70,150000,1974,23,0.2276785714,0.0833333333
2011,124,487,82,25,53,14000000,1979,32,0.295687885,0.321192053
2001,27,32,1,1,15,6666667,1967,34,0.15625,0.2058823529
2011,40,0,0,0,0,426500,1983,28,0,0
2013,1,1,0,0,1,,1991,22,0,0.2477876106
2014,154,593,82,31,96,501000,1986,28,0.2883642496,0.2866449511
1994,97,366,61,61,29,3200000,1958,36,0.3415300546,0.3239130435
1995,41,1,0,0,0,111500,1967,28,0,1
2004,63,201,26,19,57,,1978,26,0.1741293532,0.4166666667
2014,46,1,0,0,0,509500,1986,28,0,0
1998,1,4,0,0,2,,1975,23,0,0.2105263158
2007,30,5,0,0,4,9500000,1979,28,0,0.1666666667
2002,26,0,0,0,0,,1978,24,0,0
1999,4,0,0,0,0,,1969,30,0,0
1990,4,2,0,0,0,,1960,30,0.5,0.2222222222
2008,160,616,85,56,126,11300000,1983,25,0.2922077922,0.3240589198
2009,32,2,1,0,0,400000,1988,21,0.5,0
2010,43,147,17,9,28,,1986,24,0.306122449,0.2727272727
2004,122,360,48,18,49,900000,1974,30,0.2916666667,0.250764526
1993,143,543,75,49,88,3150000,1963,30,0.2615101289,0.2832512315
2004,50,173,25,9,44,,1982,22,0.3005780347,0.2859531773
2003,105,227,31,19,39,300000,1974,29,0.2599118943,0.2889908257
2013,32,63,2,3,15,1650000,1988,25,0.1904761905,0.3333333333
2008,42,116,12,4,14,,1973,35,0.2586206897,0.2578616352
2011,23,33,4,1,6,,1985,26,0.303030303,0.2934362934
1997,102,143,19,19,34,450000,1962,35,0.3006993007,0.2061068702
1999,31,52,7,4,28,201000,1974,25,0.0769230769,0.0666666667
2012,39,93,10,9,12,500000,1985,27,0.1397849462,0.2564102564
2005,150,578,85,78,69,1350000,1970,35,0.2560553633,0.2553763441
2009,49,180,30,29,23,6083333,1979,30,0.2277777778,0.2793103448
2004,96,147,22,16,43,,1973,31,0.2244897959,0.2362204724
2014,50,135,11,13,28,521000,1986,28,0.2,0.2042253521
2012,6,22,0,0,7,,1989,23,0.1363636364,0.2929292929
1993,82,249,46,19,53,275000,1968,25,0.2128514056,0.2413793103
1991,58,144,8,16,23,205000,1960,31,0.1944444444,0.2047244094
2002,16,30,3,2,6,207500,1973,29,0.1666666667,0.2818181818
2012,61,0,0,0,0,480700,1983,29,0,0
1997,29,72,8,7,10,250000,1963,34,0.2083333333,0.3076923077
2003,4,9,2,1,3,,1978,25,0.1111111111,0.1904761905
2014,73,0,0,0,0,515500,1987,27,0,0
2006,13,1,0,0,1,335700,1979,27,0,0.25
2008,109,368,79,79,80,14000000,1975,33,0.2798913043,0.2787610619
2002,4,0,0,0,0,,1976,26,0,0
2004,53,0,0,0,0,302500,1977,27,0,0
2003,71,4,1,0,2,750000,1970,33,0.25,0.6666666667
2013,158,607,57,19,84,3000000,1986,27,0.233937397,0.2849740933
2004,72,1,0,0,0,1400000,1976,28,0,0
2013,48,0,0,0,0,1250000,1976,37,0,0
2012,23,32,0,0,17,,1985,27,0.09375,0
2007,40,0,0,0,0,2725000,1978,29,0,0
2010,88,179,24,14,35,470000,1981,29,0.2681564246,0.244
1990,157,582,96,82,83,1633333,1958,32,0.295532646,0.3412563667
1991,152,586,58,33,104,2700000,1958,33,0.2457337884,0.225877193
2000,15,0,0,0,0,,1979,21,0,0
2011,31,64,2,1,42,5950000,1983,28,0.09375,0.0666666667
2014,20,3,0,0,2,502500,1991,23,0,0
2002,155,560,120,109,112,10428571,1971,31,0.3142857143,0.2504672897
2010,45,104,11,7,29,,1984,26,0.2307692308,0.3333333333
2009,98,281,39,26,85,,1980,29,0.2669039146,0.2661448141
2013,147,536,80,37,146,4300000,1985,28,0.2835820896,0.2839721254
2011,159,630,108,74,119,6300000,1982,29,0.3380952381,0.2988871224
2014,159,591,83,56,112,21000000,1982,32,0.2758037225,0.2749562172
2003,82,327,49,14,73,13000000,1969,34,0.2935779817,0.2755905512
1993,10,0,0,0,0,,1966,27,0,0.25
2012,37,33,3,0,8,13500000,1983,29,0.2121212121,0.3275862069
2001,136,450,53,37,100,420000,1969,32,0.2844444444,0.2390243902
2004,14,12,1,0,6,,1980,24,0,0.4
2000,66,1,0,0,0,900000,1968,32,0,0
2013,32,3,0,0,1,503000,1987,26,0.3333333333,0
2009,129,429,48,56,101,2250000,1984,25,0.2587412587,0.2162162162
2002,36,64,6,0,9,3625000,1975,27,0.234375,0.1891891892
1990,4,7,0,0,1,1966667,1958,32,0,0.2580645161
1990,23,63,7,5,12,102000,1965,25,0.1904761905,0.2434017595
2000,137,428,81,41,99,1450000,1973,27,0.2686915888,0.3675213675
1994,9,3,0,0,1,,1970,24,0.3333333333,0
2012,71,260,28,25,99,20000000,1979,33,0.2192307692,0.2657342657
1993,112,319,48,24,63,325000,1964,29,0.2539184953,0.2640449438
2008,23,41,2,1,14,15500000,1975,33,0.1463414634,0.3333333333
2005,10,10,0,1,2,,1983,22,0.2,0
2001,10,12,0,1,3,,1975,26,0.1666666667,0.1071428571
1993,7,0,0,0,0,109000,1968,25,0,0
2005,36,97,15,3,15,,1975,30,0.2474226804,0.2538461538
2006,139,451,50,39,72,3350000,1976,30,0.2727272727,0.2186379928
2013,136,545,85,51,59,13000000,1982,31,0.2770642202,0.2748538012
2004,127,402,58,73,67,6000000,1971,33,0.2910447761,0.2483069977
2012,82,143,9,11,14,1250000,1975,37,0.2587412587,0.1935483871
2004,107,136,21,16,33,307500,1976,28,0.2720588235,0.2669245648
1999,35,145,24,7,22,5750000,1968,31,0.3103448276,0.2400793651
1992,140,533,76,63,58,4350000,1964,28,0.3039399625,0.3151041667
2002,23,51,8,6,10,,1976,26,0.2745098039,0.1011235955
2010,27,0,0,0,0,,1981,29,0,0
2012,38,116,8,9,49,481300,1988,24,0.224137931,0.0588235294
1995,21,21,0,0,14,140000,1970,25,0.0476190476,0.1944444444
2013,147,521,59,46,69,850000,1986,27,0.2802303263,0.3008547009
1990,27,85,9,2,10,220000,1960,30,0.2352941176,0.0714285714
1997,82,257,34,24,47,887500,1964,33,0.2373540856,0.2431192661
2008,17,20,2,2,6,,1983,25,0.2,0.1973684211
1992,35,88,6,1,22,4200000,1966,26,0.1704545455,0.1648351648
1997,128,271,38,50,40,255000,1962,35,0.3025830258,0.3211009174
2014,52,111,14,11,32,502000,1986,28,0.2342342342,0.2096069869
2012,104,420,59,42,51,12350000,1983,29,0.2976190476,0.2712933754
2000,135,480,81,36,85,1750000,1967,33,0.2854166667,0.2402826855
1990,92,272,18,10,40,100000,1965,25,0.2242647059,0.2840466926
2009,16,25,3,1,13,,1983,26,0.16,0.1666666667
2001,18,0,0,0,0,13000000,1971,30,0,0
1997,22,42,5,0,11,4800000,1968,29,0.1904761905,0.1764705882
2004,141,520,77,60,69,304500,1978,26,0.2826923077,0.3053016453
2010,36,60,7,2,11,400000,1982,28,0.2166666667,0.2133333333
2002,17,31,0,1,6,230000,1978,24,0.1290322581,0.3029612756
2006,70,243,32,16,46,8033333,1975,31,0.2674897119,0.287804878
2011,7,2,0,0,2,,1986,25,0,0.5
2013,25,0,0,0,0,1500000,1982,31,0,0
1995,116,390,57,15,68,165000,1968,27,0.2692307692,0.2669245648
2005,78,0,0,0,0,1250000,1968,37,0,0
2007,80,1,0,0,0,387000,1983,24,0,0
2010,33,64,7,7,12,,1983,27,0.21875,0.2126436782
1997,33,48,3,3,22,610000,1968,29,0.1875,0.1
1998,57,0,0,0,0,525000,1968,30,0,0
1993,32,66,1,2,22,3375000,1959,34,0.0606060606,0.125
2007,46,105,17,7,20,,1981,26,0.3428571429,0.2746987952
2006,48,70,12,5,21,,1979,27,0.2285714286,0.1842105263
1997,34,5,1,0,1,3437500,1967,30,0.2,0
2000,73,1,0,0,0,1916667,1966,34,0,0
2014,71,0,0,0,0,1000000,1980,34,0,0
2009,20,0,0,0,0,411760,1981,28,0,0
1998,29,50,4,1,17,2800000,1968,30,0.18,0.2142857143
2001,33,5,0,0,3,4500000,1968,33,0.2,0.0634920635
2007,122,452,43,14,123,2000000,1978,29,0.2367256637,0.2549019608
1991,71,2,1,0,1,106000,1965,26,0,0
2014,96,383,56,25,53,10250000,1981,33,0.3002610966,0.26171875
2000,108,243,38,38,20,550000,1969,31,0.3004115226,0.2434782609
1998,18,29,0,0,9,175000,1967,31,0.1379310345,0.1578947368
2007,132,461,65,21,65,4300000,1979,28,0.2689804772,0.2049180328
2001,8,13,0,0,5,1300000,1976,25,0.0769230769,0.2
2006,32,60,6,1,19,2500000,1981,25,0.1666666667,0.2328767123
2011,71,0,0,0,0,925000,1976,35,0,0
1995,7,13,1,0,2,109000,1968,27,0.3076923077,0.2564102564
2001,30,0,0,0,0,1660000,1969,32,0,0
1990,32,66,2,1,8,202000,1962,28,0.1363636364,0.1956521739
2003,3,0,0,0,0,300000,1977,26,0,0
2009,9,0,0,0,0,403700,1982,27,0,0
2005,39,128,16,9,15,,1981,24,0.21875,0.1764705882
2000,158,612,88,36,66,1000000,1969,31,0.3039215686,0.2530120482
1999,27,45,2,1,14,1687500,1964,35,0.2444444444,0.2040816327
2004,149,586,84,39,78,7250000,1976,28,0.2866894198,0.2760834671
2000,17,16,3,2,6,,1975,25,0.1875,0.2
2007,63,0,0,0,0,2000000,1979,28,0,0
2001,5,8,0,0,6,1500000,1967,34,0,0.05
2012,67,3,0,0,1,481000,1985,27,0.3333333333,0
2013,160,600,65,59,93,11000000,1978,35,0.2516666667,0.2434944238
2001,81,237,33,10,47,200000,1977,24,0.2616033755,0.2921348315
2002,81,0,0,0,0,215000,1976,26,0,0
2006,35,0,0,0,0,354000,1979,27,0,0.2
2013,121,425,68,43,139,4500000,1985,28,0.2729411765,0.2198391421
2008,30,49,2,1,22,395000,1982,26,0.1020408163,0.0731707317
2009,51,124,15,11,32,,1977,32,0.2419354839,0.3076923077
2000,2,0,0,0,0,,1966,34,0,0
2006,31,2,0,0,1,13000000,1966,40,0.5,0.5
1991,31,79,8,13,14,,1968,23,0.164556962,0.15625
2004,137,455,50,16,58,301500,1975,29,0.2725274725,0.2467191601
1990,158,622,91,67,66,1001250,1962,28,0.2749196141,0.264957265
1994,64,183,28,13,39,205000,1966,28,0.2404371585,0.2340425532
1998,138,435,65,58,84,2750000,1968,30,0.2482758621,0.2736842105
2000,22,50,5,1,15,,1976,24,0.18,0.2682926829
2009,77,0,0,0,0,6350000,1979,30,0,0
2010,100,359,45,34,123,,1989,21,0.2590529248,0.261627907
1996,88,183,19,14,31,380000,1964,32,0.2349726776,0.2568807339
2002,5,0,0,0,0,,1980,22,0,0
2011,62,1,0,0,0,7300000,1983,28,0,0
1994,17,39,4,1,5,109000,1971,23,0.1794871795,0.2894736842
2003,64,4,0,1,2,750000,1973,30,0,0
2008,133,479,64,36,79,1975000,1981,27,0.2505219207,0.2400990099
2007,28,4,0,0,3,,1979,28,0,0
1999,71,5,0,0,2,2200000,1974,25,0,0
1991,21,61,4,1,18,,1966,25,0.2131147541,0.2394366197
2011,32,2,0,0,0,2450000,1983,28,0,0.4
1997,53,1,0,0,0,725000,1966,31,1,0.3333333333
2001,45,3,0,0,2,3000000,1966,35,0.3333333333,0
2008,65,0,0,0,0,750000,1976,32,0,0
2013,66,3,1,0,2,975000,1986,27,0.3333333333,0
1994,57,143,13,16,24,180000,1965,29,0.2727272727,0.2666666667
2000,35,6,0,0,2,5500000,1963,37,0.1666666667,0
2004,25,43,4,3,20,2575000,1977,27,0.1860465116,0.1578947368
2006,142,502,62,54,109,327000,1979,27,0.2768924303,0.2648752399
2004,6,0,0,0,0,,1975,29,0,0
2006,31,2,0,0,1,,1982,24,0,0
1997,35,6,1,0,1,2000000,1964,33,0.3333333333,0.1818181818
1991,17,1,0,0,1,,1970,21,0,0
1997,60,15,3,2,8,835000,1967,30,0.2,0
2002,80,3,0,0,2,1400000,1967,35,0,0
1992,152,571,105,87,52,2983333,1968,24,0.3099824869,0.3259762309
2005,123,427,67,56,43,7250000,1966,39,0.3208430913,0.3014492754
1991,113,256,40,38,44,165000,1964,27,0.23046875,0.2712680578
1997,151,590,97,84,105,4050000,1964,33,0.2881355932,0.235908142
2013,155,597,80,55,40,1712500,1982,31,0.2864321608,0.2851323829
2010,34,68,5,2,31,11625000,1977,33,0.1470588235,0.1052631579
2011,36,57,1,1,27,7666666,1977,34,0.1052631579,0.1428571429
2002,73,182,17,7,20,700000,1968,34,0.2857142857,0.3429951691
1991,149,558,63,32,62,2150000,1959,32,0.2849462366,0.2551834131
2010,67,1,0,0,0,4000000,1977,33,0,0
2000,9,13,2,2,6,,1974,26,0.1538461538,0.1351351351
1996,86,142,9,2,22,575000,1961,35,0.1690140845,0.2112676056
2013,112,227,26,16,65,1212500,1984,29,0.1806167401,0.1666666667
1999,151,593,104,54,84,7250000,1963,36,0.2984822934,0.2939130435
2001,30,1,0,0,1,205000,1976,25,0,0
1994,114,437,88,62,58,3500000,1965,29,0.3180778032,0.3019891501
2012,31,55,0,3,26,10500000,1980,32,0.0727272727,0.1666666667
1998,56,7,0,1,4,230000,1969,29,0,0.0625
2008,101,283,30,44,93,,1983,25,0.2261484099,0.0588235294
2010,19,28,5,3,12,,1984,26,0.1785714286,0.2865853659
2010,72,297,38,22,38,400800,1987,23,0.2457912458,0.266075388
2005,142,466,59,32,98,365000,1976,29,0.2553648069,0.2893518519
1992,56,76,7,6,12,,1967,25,0.25,0.25
1995,126,470,86,60,120,4066666,1964,31,0.2617021277,0.2712765957
2000,13,25,3,3,10,204000,1977,23,0.28,0.08
2008,95,240,37,23,24,,1985,23,0.2833333333,0.2376237624
1997,3,4,0,0,2,,1972,25,0.5,0
2012,56,0,0,0,0,1000000,1973,39,0,0
1997,13,26,2,3,7,,1974,23,0.3076923077,0.2816901408
1996,70,0,0,0,0,2075000,1963,33,0,0
2002,153,585,87,65,119,2125000,1977,25,0.2752136752,0.2823129252
2011,25,1,0,0,1,2000000,1977,34,0,0.2
2005,29,55,3,3,22,320000,1979,26,0.0909090909,0.0952380952
2003,146,483,49,49,92,1500000,1970,33,0.2277432712,0.2787456446
2012,23,0,0,0,0,,1987,25,0,0
2011,80,206,17,14,58,440000,1985,26,0.1504854369,0.2904761905
1990,32,60,6,3,24,112000,1966,24,0.15,0.1333333333
1990,48,49,8,0,4,120000,1962,28,0.306122449,0
2004,27,66,6,3,19,600000,1971,33,0.196969697,0.1176470588
2011,75,200,33,15,40,414000,1984,27,0.315,0.3070362473
2005,75,0,0,0,0,321000,1981,24,0,0
2000,7,14,2,0,3,,1978,22,0.3571428571,0.22
2002,9,10,1,0,4,,1978,24,0.1,0.2
2011,54,152,29,17,34,,1984,27,0.3289473684,0.2805343511
1996,56,4,1,1,0,475000,1964,32,0.25,0
2014,53,152,23,21,34,,1987,27,0.25,0.2525252525
1992,20,1,0,0,1,,1965,27,0,0
2008,3,10,0,0,2,,1983,25,0.3,0.2790697674
1992,63,5,0,0,0,1450000,1964,28,0.4,1
2012,32,0,0,0,0,,1987,25,0,0
2008,13,1,0,0,0,,1983,25,1,0
2009,135,533,71,49,87,1500000,1983,26,0.2607879925,0.2778761062
2001,36,3,1,2,1,200000,1974,27,0,0
1992,113,353,31,24,36,1650000,1959,33,0.269121813,0.317679558
2003,7,10,1,0,1,,1978,25,0.1,0.5
2007,87,310,33,28,44,750000,1974,33,0.2483870968,0.2763975155
2000,106,299,45,57,92,210000,1974,26,0.2341137124,0.1958762887
2005,21,29,2,0,7,2500000,1973,32,0.0689655172,0
2001,79,292,45,22,58,310000,1976,25,0.2363013699,0.245014245
2005,158,642,113,64,101,390000,1978,27,0.2897196262,0.2665562914
2003,12,7,0,0,4,,1974,29,0,0.1428571429
2002,48,3,0,0,1,,1971,31,0,0
1991,134,460,42,32,86,1250000,1947,44,0.2413043478,0.2287234043
2009,11,0,0,0,0,,1984,25,0,0
1998,124,407,37,25,39,1475000,1966,32,0.2825552826,0.2912621359
1993,121,480,81,37,35,825000,1958,35,0.2854166667,0.227027027
2008,23,22,3,1,9,400000,1976,32,0.1363636364,0.1111111111
2003,38,0,0,0,0,500000,1970,33,0,0
1992,51,143,24,13,29,,1963,29,0.2377622378,0.1428571429
2008,58,0,0,0,0,,1979,29,0,0
1998,103,161,20,23,26,202500,1969,29,0.2732919255,0.2348484848
1993,151,607,98,77,128,675000,1969,24,0.2998352554,0.2629310345
1997,154,600,120,54,141,4950000,1961,36,0.3183333333,0.3045045045
1996,101,390,66,23,58,1350000,1967,29,0.2846153846,0.22
2000,21,3,0,0,0,325000,1976,24,0.6666666667,0.1428571429
2010,13,13,5,3,2,,1978,32,0.2307692308,0.4545454545
2009,122,274,40,19,43,1775000,1977,32,0.2299270073,0.1971830986
1990,133,419,36,17,50,115000,1964,26,0.2696897375,0.1914893617
2002,130,461,51,21,58,1000000,1971,31,0.2646420824,0.2514285714
2004,159,561,67,27,126,2800000,1977,27,0.2317290553,0.2643678161
2014,73,2,0,0,2,505500,1988,26,0,0
2000,70,0,0,0,0,1750000,1965,35,0,0
1992,120,446,42,26,72,3633333,1962,30,0.2286995516,0.2769230769
2013,53,0,0,0,0,750000,1983,30,0,0
2010,117,289,30,41,50,419800,1982,28,0.2041522491,0.2564102564
2007,8,0,0,0,0,,1983,24,0,1
2003,52,142,23,7,28,,1979,24,0.2605633803,0.2384615385
2009,34,55,1,2,25,,1982,27,0.1090909091,0.1052631579
2009,90,251,22,37,31,400000,1980,29,0.2629482072,0.3004926108
2002,16,3,0,0,3,,1978,24,0,0.0555555556
2012,31,4,0,0,2,12750000,1980,32,0,0.170212766
2004,68,0,0,0,0,2750000,1968,36,0,0
1990,32,43,3,4,13,700000,1960,30,0.0465116279,0.2857142857
1992,117,396,77,95,56,3250000,1958,34,0.2828282828,0.288981289
2010,35,61,2,1,13,,1975,35,0.1475409836,0.2173913043
2000,29,9,0,0,7,1950000,1965,35,0,0
2008,7,0,0,0,0,,1984,24,0,0
1990,84,260,47,18,62,100000,1965,25,0.2307692308,0.257918552
2009,105,234,28,20,46,407500,1980,29,0.2393162393,0.1730769231
2014,156,574,83,74,100,17000000,1980,34,0.2717770035,0.2794759825
1996,66,126,20,10,30,300000,1961,35,0.2698412698,0.2586206897
2005,29,65,2,3,26,6500000,1975,30,0.1384615385,0.0952380952
1995,6,5,0,0,1,,1971,24,0,0.0769230769
2006,64,201,26,14,39,,1978,28,0.2835820896,0.6
2006,59,0,0,0,0,8750000,1972,34,0,0
2012,34,57,6,3,21,10957715,1983,29,0.2280701754,0.0769230769
2003,146,561,69,66,89,345000,1977,26,0.2727272727,0.269982238
2004,35,80,1,4,37,16000000,1963,41,0.125,0
1996,89,149,22,12,42,337500,1965,31,0.2416107383,0.2434210526
2009,99,205,26,29,39,1000018,1975,34,0.2390243902,0.2096774194
1995,119,350,66,45,40,700000,1961,34,0.2685714286,0.2463768116
1994,109,445,85,41,56,1625000,1968,26,0.3123595506,0.3327137546
2005,65,1,0,0,1,3400000,1975,30,0,0
2007,125,210,27,29,81,410000,1980,27,0.1666666667,0.2342342342
2014,140,494,73,82,108,12000000,1979,35,0.2591093117,0.2074592075
2003,32,89,6,13,31,308000,1976,27,0.1011235955,0.2118644068
2012,3,10,1,0,2,,1984,28,0.2,0
2006,15,4,0,0,3,,1984,22,0,0
2004,47,133,12,13,24,,1979,25,0.2781954887,0.2577639752
1990,6,6,0,0,2,,1964,26,0,0.2195121951
2004,158,598,87,64,77,6500000,1974,30,0.2926421405,0.236
2004,87,240,32,26,63,,1970,34,0.2958333333,0.2398373984
1994,74,211,30,39,25,850000,1962,32,0.2748815166,0.3132183908
2001,4,0,0,0,0,,1974,27,0,0
1997,16,30,3,1,10,240000,1964,33,0.2666666667,0.2388059701
1993,32,4,0,0,2,,1968,25,0,0
