yearID,G,AB,RBI,BB,SO,Salary,Birth_Year,AgeInYear,Batting_Average,N_Y_Batting_Average
1995,52,0,0,0,0,2861113,1954,41,0,0
2008,140,322,49,14,68,1000000,1974,34,0.2763975155,0.1940298507
2007,40,54,10,2,9,,1981,26,0.1666666667,0.2264150943
2004,43,0,0,0,0,306500,1975,29,0,0
2009,162,591,103,110,138,7000000,1984,25,0.2994923858,0.2612456747
2012,91,315,45,28,57,481400,1987,25,0.273015873,0.2136363636
2013,119,252,27,12,29,850000,1982,31,0.2341269841,0.2590909091
2009,29,1,0,0,1,435000,1982,27,0,0
2013,24,2,0,0,1,,1987,26,0,0
2003,15,0,0,0,0,,1983,20,0,0
2014,109,406,75,64,110,1100000,1987,27,0.3004926108,0.3209876543
1995,53,127,16,18,23,925000,1966,29,0.2362204724,0.2375690608
2014,103,285,33,17,58,504500,1989,25,0.2771929825,0.2790697674
1990,67,103,13,12,14,191250,1960,30,0.213592233,0.1949152542
2000,66,2,1,1,0,400000,1973,27,0.5,0.25
2001,66,4,1,0,2,2100000,1973,28,0.25,0
2000,146,595,67,39,99,5000000,1967,33,0.243697479,0.2209821429
1998,156,589,62,26,73,350000,1970,28,0.2716468591,0.3258196721
2007,116,453,70,23,60,4000000,1970,37,0.3024282561,0.2990936556
1999,87,288,42,20,57,375000,1976,23,0.2534722222,0.253164557
2006,9,0,0,0,0,,1979,27,0,0
1991,122,405,64,33,38,168000,1964,27,0.3111111111,0.2978723404
2008,48,0,0,0,0,,1983,25,0,0
2009,27,43,3,1,15,7000000,1981,28,0.1860465116,0
2004,23,59,4,3,12,,1980,24,0.1694915254,0.3333333333
2014,143,520,77,22,81,513000,1987,27,0.3153846154,0.2870813397
2009,11,1,1,1,1,405500,1985,24,0,0
2012,10,18,0,0,7,,1989,23,0.3333333333,0.0862068966
1993,58,137,21,12,19,122500,1966,27,0.2554744526,0.1927710843
2000,32,2,0,0,0,2100000,1965,35,0.5,0.3333333333
2003,140,483,70,33,79,1887500,1976,27,0.2732919255,0.2760416667
2010,18,1,0,0,1,1760000,1983,27,0,0
2000,134,373,52,48,77,500000,1970,30,0.2975871314,0.250764526
2012,2,1,0,0,0,,1990,22,0,0.2823529412
1998,47,76,9,3,15,425000,1964,34,0.1842105263,0.2923076923
2009,6,0,0,0,0,,1987,22,0,0.1481481481
1995,119,339,46,18,60,220000,1968,27,0.2507374631,0.2222222222
2007,35,53,3,2,16,397500,1981,26,0.1132075472,0
2000,135,512,100,33,135,282000,1974,26,0.302734375,0.2644836272
2007,66,0,0,0,0,400000,1981,26,0,0
2011,151,567,68,29,113,3250000,1985,26,0.2804232804,0.287037037
2001,159,572,113,98,82,10333333,1972,29,0.3304195804,0.3266423358
2012,75,113,14,14,22,900000,1980,32,0.185840708,0.2222222222
2006,23,6,0,0,2,329000,1980,26,0,0
2011,43,150,26,16,31,,1990,21,0.2933333333,0.2732793522
2005,7,0,0,0,0,,1982,23,0,0
2002,20,0,0,0,0,7250000,1972,30,0,0.5
2011,125,499,56,32,107,5150000,1983,28,0.250501002,0.2554517134
1995,100,333,37,14,57,150000,1970,25,0.3153153153,0.282208589
2010,68,0,0,0,0,,1983,27,0,0
2013,75,1,0,0,1,1762500,1983,30,0,0
2007,33,59,2,5,17,9500000,1973,34,0.1186440678,0.1384615385
2000,140,508,73,54,75,255000,1974,26,0.2696850394,0.2831215971
2002,23,81,10,7,24,,1978,24,0.2345679012,0.2469135802
2004,83,173,25,13,37,300000,1980,24,0.2485549133,0.2846715328
2011,15,1,0,0,0,5250000,1979,32,1,0
2008,57,0,0,0,0,4000000,1971,37,0,0
2010,117,373,41,41,68,,1982,28,0.2627345845,0.2315789474
1999,65,1,0,0,1,735000,1973,26,0,0
2014,65,221,21,8,67,500000,1991,23,0.2488687783,0.2359882006
1991,67,216,32,11,51,,1965,26,0.2685185185,0.2676767677
2011,46,6,0,0,1,419000,1982,29,0.3333333333,0
2003,29,3,0,0,0,15500000,1971,32,0,0
2013,65,0,0,0,0,1600000,1987,26,0,0
1994,100,345,43,30,34,300000,1968,26,0.284057971,0.2821316614
2010,15,21,2,1,12,,1984,26,0.0476190476,0.0909090909
2006,106,270,50,18,59,329000,1981,25,0.2333333333,0.2583586626
1998,31,54,4,4,19,170000,1975,23,0.1296296296,0.14
2013,6,11,0,0,6,494925,1989,24,0,0
1994,38,116,11,15,33,130000,1972,22,0.2413793103,0.1538461538
2004,60,0,0,0,0,650000,1973,31,0,0
2009,8,9,2,0,4,,1983,26,0.3333333333,0.21875
2012,102,251,27,20,60,1500000,1975,37,0.2231075697,0.2332155477
2008,5,10,1,0,2,391000,1986,22,0.1,0.4
2014,23,39,1,2,9,,1987,27,0.1794871795,0.2857142857
2007,157,590,84,64,91,4500000,1981,26,0.2711864407,0.3001605136
2000,32,3,0,0,1,550000,1974,26,0.3333333333,0.1388888889
2014,13,2,0,0,2,8000000,1984,30,0,0
2009,133,385,47,34,84,414500,1983,26,0.2363636364,0.1538461538
1999,116,414,61,65,52,525000,1971,28,0.2898550725,0.2678571429
2013,142,436,51,37,59,5775000,1981,32,0.2201834862,0.2620192308
2006,62,0,0,0,0,1150000,1969,37,0,0
2007,75,219,40,33,63,395000,1981,26,0.2465753425,0.2731277533
2009,31,5,0,0,4,1290000,1983,26,0,0
2003,12,25,2,1,5,,1974,29,0.12,0.3389830508
1995,17,9,1,1,4,410000,1967,28,0.2222222222,0
1990,121,364,34,37,75,107500,1965,25,0.2307692308,0.2156133829
2008,6,0,0,0,0,,1984,24,0,0
2008,12,16,1,0,4,397500,1981,27,0.25,0.0833333333
1995,33,9,0,1,4,131000,1967,28,0.1111111111,0.1333333333
2000,34,70,6,2,16,3850000,1973,27,0.2142857143,0.1449275362
1990,157,610,71,41,102,1200000,1951,39,0.2885245902,0.2390438247
2014,18,26,1,0,14,,1989,25,0.1923076923,0.179245283
2013,32,50,1,1,20,490000,1989,24,0.14,0.0526315789
1995,89,124,15,26,41,115000,1971,24,0.2338709677,0.2323232323
2014,20,0,0,0,0,,1988,26,0,0
1995,18,40,3,4,10,306000,1964,31,0.2,0.296875
2010,131,453,73,50,83,3200000,1982,28,0.2428256071,0.2541567696
2010,90,265,38,46,61,18695006,1972,38,0.2981132075,0.0588235294
2002,30,5,1,0,0,300000,1974,28,0.2,0.0163934426
1997,33,57,6,3,18,212000,1964,33,0.1754385965,0.125
2002,33,1,0,0,1,240000,1975,27,0,0.2222222222
1994,32,81,9,3,11,200000,1964,30,0.3086419753,0.4117647059
1993,83,292,46,38,46,3900000,1963,30,0.2397260274,0.3200992556
2002,162,624,125,87,122,22000000,1975,27,0.2996794872,0.2981878089
2005,8,1,4,0,0,,1978,27,1,0.2
1996,37,130,10,13,27,109000,1975,21,0.2538461538,0.2834224599
2009,155,672,100,44,70,8500000,1978,31,0.25,0.2428571429
2013,121,449,63,15,109,491000,1989,24,0.2917594655,0.2670157068
1991,22,65,5,3,13,107500,1967,24,0.2769230769,0.2142857143
2014,18,0,0,0,0,,1988,26,0,0
2003,36,5,0,1,0,,1979,24,0,0
1998,31,5,0,0,2,3800000,1964,34,0,0
2011,68,1,0,0,0,,1985,26,0,0
2006,8,0,0,0,0,,1978,28,0,0
2014,26,3,0,0,2,3500000,1989,25,0,0.1111111111
2008,32,6,0,0,2,420000,1982,26,0,0
1995,80,264,38,32,52,340000,1967,28,0.2651515152,0.2651685393
2002,157,570,86,70,136,3125000,1974,28,0.2789473684,0.2722772277
1999,2,1,0,0,0,,1968,31,0,0.2822580645
2003,62,9,0,0,2,310000,1979,24,0.2222222222,0
2010,49,0,0,0,0,,1981,29,0,0
2009,16,3,0,0,1,440000,1984,25,0,0
2012,151,561,68,44,153,19000000,1976,36,0.2620320856,0.2547332186
2009,102,331,27,50,77,575000,1983,26,0.2175226586,0.2795031056
1995,22,35,7,4,3,109000,1973,22,0.1714285714,0.2934782609
2005,32,58,5,3,9,4000000,1975,30,0.2068965517,0.2181818182
2002,48,65,3,4,19,300000,1969,33,0.1692307692,0.2577319588
2001,64,0,0,0,0,2533333,1965,36,0,0
2009,125,340,42,22,54,1700000,1975,34,0.2823529412,0.1846153846
2012,55,0,0,0,0,700000,1981,31,0,0
2002,12,19,0,2,5,285000,1972,30,0.1578947368,0
2010,19,38,3,1,9,,1985,25,0.2631578947,0.28
1997,136,494,58,39,109,1445667,1969,28,0.2530364372,0.2242990654
2014,146,406,47,33,107,4250000,1982,32,0.224137931,0.2435530086
2012,154,595,72,53,80,9500000,1980,32,0.2554621849,0.2935010482
1996,144,542,70,35,82,2200000,1968,28,0.2970479705,0.2658450704
2002,125,406,53,24,40,1700000,1968,34,0.302955665,0.2486772487
2004,148,567,82,57,62,6000000,1967,37,0.291005291,0.2711267606
2014,32,61,3,2,20,5000000,1977,37,0.1147540984,0.1388888889
2010,30,54,1,0,28,420000,1986,24,0.0925925926,0.1956521739
2002,57,0,0,0,0,,1971,31,0,0
2010,33,27,1,1,12,11000000,1977,33,0.1111111111,0.1063829787
1995,29,79,13,11,21,,1969,26,0.2911392405,0.1515151515
2004,155,561,97,50,169,1150000,1976,28,0.2638146168,0.2639593909
2001,108,390,44,16,70,200000,1977,24,0.2230769231,0.2523719165
2004,22,45,2,2,11,8000000,1977,27,0.1333333333,0.1111111111
1999,50,0,0,0,0,225000,1975,24,0,1
1992,10,7,2,2,0,,1969,23,0.5714285714,0.2360801782
1999,156,584,103,75,124,2100000,1969,30,0.2979452055,0.2580645161
1998,68,0,0,0,0,2750000,1961,37,0,0
1995,47,134,19,13,30,575000,1967,28,0.2686567164,0.2432432432
2003,5,10,0,0,2,2100000,1978,25,0.2,0
1995,31,49,2,1,24,755000,1967,28,0.1632653061,0.2444444444
2001,156,636,114,47,83,3250000,1971,30,0.3238993711,0.2565055762
2004,129,403,38,33,56,1000000,1969,35,0.2481389578,0.2583979328
1990,108,312,46,16,57,100000,1968,22,0.2596153846,0.2883642496
1991,158,593,80,48,74,205000,1968,23,0.2883642496,0.3120243531
2006,19,2,0,0,1,,1978,28,0,0
1993,63,1,0,0,1,1165000,1966,27,0,0
1999,151,589,132,82,132,6100000,1965,34,0.2886247878,0.2672566372
2003,158,559,50,37,103,3700000,1979,24,0.2397137746,0.3344481605
1995,3,6,0,0,3,109000,1972,23,0,0.1475409836
2003,152,557,80,38,109,330000,1973,30,0.2567324955,0.2708688245
1991,68,3,0,0,0,725000,1960,31,0.3333333333,0
2000,59,0,0,0,0,800000,1967,33,0,0
2008,19,0,0,0,0,,1983,25,0,0
1993,30,33,4,0,8,109000,1967,26,0.1818181818,0
2014,144,473,47,34,91,550000,1987,27,0.2346723044,0.2275132275
1992,24,30,6,2,4,109000,1965,27,0.1333333333,0.2683823529
2006,32,4,0,0,1,8000000,1979,27,0,0
2008,58,3,1,0,2,,1982,26,0.3333333333,0
1999,120,465,61,24,46,235000,1974,25,0.2946236559,0.2613333333
2012,89,174,26,11,43,483000,1986,26,0.2643678161,0.2608695652
2007,50,0,0,0,0,411000,1975,32,0,0
1991,151,461,44,40,49,350000,1961,30,0.262472885,0.2125
2001,26,2,0,0,1,2250000,1969,32,0,0
2014,110,380,28,26,102,530000,1987,27,0.2368421053,0.2368421053
2006,20,2,0,0,1,327000,1985,21,0,0
2013,25,0,0,0,0,,1988,25,0,0
2001,6,0,0,0,0,,1977,24,0,0
1990,15,20,0,0,8,102000,1963,27,0.15,0.2471910112
2014,59,205,17,14,66,505000,1983,31,0.2292682927,0.3213213213
1990,63,227,43,28,38,,1965,25,0.2995594714,0.2945736434
2000,30,5,0,0,5,1125000,1973,27,0,0.1428571429
1997,29,56,2,4,26,210000,1972,25,0.0892857143,0.12
1991,11,21,2,0,5,,1967,24,0.2380952381,0.1016949153
2003,32,4,0,0,4,303000,1979,24,0,0
2014,153,491,54,59,129,560000,1987,27,0.2464358452,0.2564102564
1991,89,285,36,41,66,1916666,1962,29,0.1964912281,0.2701030928
2008,26,42,0,0,13,7750000,1975,33,0.0952380952,0.1587301587
2012,54,2,0,0,1,1500000,1985,27,0.5,0
2000,32,66,7,7,11,,1978,22,0.2878787879,0
1997,153,519,79,64,133,500000,1972,25,0.2620423892,0.2924528302
2005,18,38,8,6,9,,1980,25,0.2631578947,0.2830188679
2000,22,13,9,2,1,,1975,25,0.3076923077,0.2865853659
2000,75,250,29,11,29,237500,1972,28,0.272,0.2768878719
2008,32,57,2,2,20,400000,1983,25,0.1578947368,0.2
2008,8,1,0,0,1,,1983,25,0,0
1996,51,143,20,14,25,109000,1971,25,0.2027972028,0.2105263158
1992,145,322,44,21,29,650000,1961,31,0.2857142857,0.2105263158
2008,14,32,3,3,17,,1982,26,0.15625,0.2217573222
1993,10,31,3,0,9,109000,1972,21,0.2258064516,0.2814371257
1996,4,7,0,3,1,,1970,26,0.2857142857,0.2083333333
1994,47,3,0,0,3,4000000,1960,34,0,0
1996,141,522,71,35,97,2000000,1958,38,0.2739463602,0.2509960159
1995,43,120,11,9,24,300000,1960,35,0.2333333333,0.2097902098
2005,36,0,0,0,0,,1977,28,0,0
2006,2,0,0,0,0,,1980,26,0,0
2006,141,550,87,62,105,3850000,1978,28,0.2618181818,0.2285714286
1995,13,14,2,3,5,,1969,26,0.0714285714,0.2317073171
2007,161,646,101,65,140,500000,1982,25,0.2817337461,0.2792207792
2003,16,16,0,0,5,,1979,24,0.125,0
2010,74,242,34,34,62,1150000,1984,26,0.2148760331,0.3027823241
2004,68,1,0,0,0,300000,1978,26,0,0
2002,57,0,0,0,0,,1973,29,0,0
1997,60,0,0,0,0,160000,1966,31,0,0
2000,76,2,0,0,1,1600000,1965,35,0,0
1991,141,492,67,26,40,1100000,1960,31,0.2845528455,0.2795883362
1997,74,123,16,10,28,150000,1969,28,0.2764227642,0.2205882353
2011,121,487,80,39,93,8750000,1981,30,0.2977412731,0.2846975089
2000,35,73,7,5,20,5750000,1972,28,0.2739726027,0.2911392405
1996,32,55,3,2,18,3725000,1966,30,0.0909090909,0
1999,110,187,17,6,7,1125000,1964,35,0.3101604278,0.2600896861
2004,120,456,47,28,89,317500,1978,26,0.2872807018,0.2222222222
2005,15,13,0,0,9,,1970,35,0,0
2014,6,0,0,0,0,,1989,25,0,0
2013,61,0,0,0,0,492000,1982,31,0,0
2004,15,0,0,0,0,500000,1965,39,0,0.3333333333
2005,99,369,36,18,40,4312500,1976,29,0.2899728997,0.2754491018
2005,29,5,0,0,1,325000,1978,27,0,0
2006,9,15,0,0,9,,1982,24,0,0.0967741935
1999,33,61,4,3,34,3500000,1971,28,0.0819672131,0
2013,26,59,9,7,4,,1988,25,0.2033898305,0.280623608
2001,63,0,0,0,0,705000,1972,29,0,0
2009,5,5,2,0,2,,1984,25,0.4,0.1304347826
2013,30,3,0,0,1,7150000,1986,27,0,0
2009,8,0,0,0,0,1150000,1982,27,0,0
1994,26,57,3,2,24,2675000,1962,32,0.1578947368,0.1612903226
2001,12,29,0,0,10,,1972,29,0.1724137931,0.1142857143
2007,156,639,102,56,100,21600000,1974,33,0.3223787167,0.3003355705
2002,16,0,0,0,0,,1974,28,0,0
2001,85,248,32,34,57,270000,1973,28,0.2943548387,0.2162162162
1999,12,16,1,0,4,4866666,1970,29,0.3125,0.0454545455
1992,54,63,7,7,21,,1965,27,0.1904761905,0.2727272727
1998,60,212,30,21,46,170000,1971,27,0.2169811321,0.2698412698
2003,66,224,28,23,30,9600000,1967,36,0.2991071429,0.2216981132
1997,162,628,86,61,116,4500000,1967,30,0.2659235669,0.2958579882
2009,34,41,0,3,13,8333666,1975,34,0.0975609756,0.125
1993,78,320,44,17,43,3133333,1964,29,0.31875,0.2926267281
1996,98,322,41,23,53,550000,1964,32,0.3229813665,0.2907608696
1997,34,89,4,3,38,1700000,1968,29,0.1235955056,0.2535211268
1997,143,467,67,48,130,2450000,1971,26,0.26124197,0.2740046838
1998,129,427,69,56,66,3500000,1971,27,0.2740046838,0.297029703
2004,118,422,68,49,103,4500000,1973,31,0.2511848341,0.2485875706
2004,38,116,7,7,11,,1983,21,0.224137931,0.2777777778
2014,40,68,9,0,34,5925000,1987,27,0.1764705882,0.115942029
2002,63,181,19,13,38,,1975,27,0.2596685083,0.2869565217
1992,129,409,50,34,61,175000,1965,27,0.2493887531,0.1666666667
1993,10,15,1,3,7,,1964,29,0.0666666667,0.3636363636
2010,110,428,70,38,104,455000,1980,30,0.261682243,0.2295081967
2013,76,0,0,0,0,2300000,1980,33,0,0
2005,73,1,0,0,0,910000,1976,29,0,1
1999,36,95,11,10,9,200000,1972,27,0.2315789474,0.2461538462
2006,27,90,13,6,20,,1979,27,0.3,0.2646153846
2003,59,197,28,28,59,334000,1980,23,0.2131979695,0.2424242424
2005,158,616,89,61,72,3250000,1975,30,0.2954545455,0.2781609195
2001,17,0,0,0,0,,1973,28,0,0
2003,1,0,0,0,0,,1981,22,0,0.2678571429
1990,125,313,50,29,69,105000,1963,27,0.3258785942,0.3099547511
2001,35,64,3,2,19,12500000,1966,35,0.1875,0.186440678
2007,29,59,4,1,29,403000,1982,25,0.186440678,0.1230769231
2001,56,1,1,0,0,500000,1970,31,1,0
2008,26,46,3,6,23,450000,1981,27,0.1086956522,0.1481481481
1990,8,13,0,0,3,150000,1965,25,0.1538461538,0.2247191011
1999,6,7,1,0,0,,1974,25,0.1428571429,0.2140468227
2012,45,115,10,5,21,486500,1982,30,0.1739130435,0.175
2007,5,9,1,0,6,14002234,1971,36,0.1111111111,0.1538461538
1994,24,66,4,1,18,2687500,1968,26,0.2727272727,0.171875
1997,64,1,0,0,0,240000,1970,27,0,0
1994,35,4,0,1,3,145000,1966,28,0.25,0
1992,82,213,16,11,26,170000,1968,24,0.2253521127,0.2536585366
2012,42,88,17,12,19,506500,1978,34,0.2045454545,0.3018867925
2013,7,6,0,0,2,,1987,26,0.1666666667,0
2000,66,145,31,20,45,201000,1971,29,0.2551724138,0.2420382166
2013,103,333,33,22,62,,1986,27,0.2852852853,0.2549407115
2002,15,11,2,1,3,,1975,27,0.1818181818,0
2005,87,275,36,32,39,3750000,1974,31,0.24,0.2834394904
2007,72,166,26,16,23,1500000,1974,33,0.2771084337,0.2771929825
2004,16,27,2,0,6,3400000,1976,28,0.2592592593,0.6666666667
2006,78,225,18,9,49,850000,1975,31,0.24,0.2565445026
2014,52,167,18,12,43,2650000,1985,29,0.245508982,0.2781316348
2005,49,0,0,0,0,,1963,42,0,0
1992,66,7,0,0,5,525000,1962,30,0.1428571429,0.5
2001,37,2,0,0,0,290000,1969,32,0,0
2014,119,415,49,78,133,16000000,1981,33,0.2481927711,0.2235872236
1995,16,43,2,1,9,151500,1965,30,0.2325581395,0.1333333333
1995,45,140,13,5,24,115000,1972,23,0.2357142857,0.2783783784
1995,139,589,87,58,85,3150000,1959,36,0.2954159593,0.2862903226
1996,82,282,37,17,30,109000,1972,24,0.2943262411,0.243697479
2012,2,0,0,0,0,,1990,22,0,0
2010,14,23,5,4,8,,1983,27,0.2173913043,0.1971830986
2006,155,593,82,45,87,16200000,1974,32,0.2984822934,0.3630252101
2005,159,601,119,102,124,5250000,1975,30,0.2995008319,0.2867383513
2008,31,91,12,11,18,401500,1981,27,0.2747252747,0.306122449
2004,102,133,19,18,19,750000,1969,35,0.2406015038,0.2843137255
1996,56,137,17,5,37,109000,1961,35,0.2262773723,0.1504424779
2009,11,14,3,2,4,,1985,24,0.2142857143,0.2314049587
1990,87,240,43,33,39,115000,1960,30,0.2416666667,0.2864321608
2009,159,585,76,58,109,439000,1983,26,0.2820512821,0.2817589577
1994,38,129,10,12,29,135000,1969,25,0.2093023256,0.1690140845
2005,94,159,17,11,27,650000,1973,32,0.2327044025,0.2116182573
1997,9,1,0,0,0,375000,1967,30,0,0
1990,133,325,28,50,49,462500,1959,31,0.2553846154,0.2713567839
2011,4,14,2,1,2,,1987,24,0.2142857143,0
1999,54,2,0,0,1,200000,1966,33,0,0
2007,28,59,5,3,6,,1983,24,0.2881355932,0.3201754386
2008,5,0,0,0,0,,1985,23,0,0.3333333333
2000,6,5,0,0,2,,1978,22,0,0.1944444444
1994,108,439,79,28,47,5300000,1960,34,0.3166287016,0.3141263941
2005,54,134,17,7,26,360000,1977,28,0.2313432836,0.3205128205
1999,8,3,0,0,2,200000,1976,23,0.3333333333,0
1994,26,49,4,0,7,3975000,1965,29,0.2040816327,0.1363636364
1990,161,600,78,82,66,1316667,1960,30,0.25,0.3230769231
2007,114,396,61,42,66,5000000,1972,35,0.2601010101,0.2242990654
2010,111,398,32,16,66,3000000,1971,39,0.2663316583,0.2177419355
2008,59,167,18,14,55,,1985,23,0.2035928144,0.2
1994,20,34,1,2,8,130000,1970,24,0.1176470588,0
1997,32,65,5,3,14,260000,1970,27,0.1384615385,0.2089552239
1993,59,25,1,3,10,550000,1963,30,0.08,0.25
2001,137,475,63,96,121,6500000,1968,33,0.2273684211,0.2857142857
2012,105,299,30,25,56,483000,1983,29,0.2173913043,0.2537878788
1993,117,456,67,37,62,5975000,1959,34,0.3092105263,0.2376681614
2013,18,0,0,0,0,,1985,28,0,0
1995,37,104,11,12,22,115000,1970,25,0.2307692308,0.2435897436
1990,13,23,2,1,1,190000,1966,24,0.0869565217,0.1666666667
1992,124,390,48,23,96,565000,1962,30,0.2692307692,0.265503876
2001,128,340,48,52,76,3200000,1968,33,0.25,0.2444444444
2004,3,0,0,0,0,302500,1978,26,0,0
1999,145,608,102,59,83,433333,1974,25,0.3042763158,0.3190394511
1999,88,284,36,24,83,750000,1970,29,0.2323943662,0.2166666667
2003,10,0,0,0,0,,1977,26,0,0
2005,59,193,26,45,59,13166667,1970,35,0.207253886,0.287755102
2007,45,24,1,0,11,400000,1982,25,0.1666666667,0.25
2009,32,12,0,0,7,650000,1982,27,0.0833333333,0
2008,32,0,0,0,0,390000,1983,25,0,0
2006,25,96,15,10,25,,1984,22,0.2395833333,0.2906403941
2006,62,218,29,11,18,,1977,29,0.3119266055,0.2861842105
1999,153,550,104,85,137,5615428,1965,34,0.2454545455,0.2537960954
2005,42,1,1,0,1,380000,1982,23,0,0.3333333333
1999,143,531,62,52,83,277500,1973,26,0.2787193974,0.2903225806
2007,9,0,0,0,0,,1978,29,0,0
2003,49,0,0,0,0,600000,1968,35,0,0
2011,69,99,10,3,36,,1978,33,0.202020202,0.2589285714
2007,73,2,0,0,1,415000,1978,29,0,0
2006,48,172,19,11,39,8000000,1973,33,0.25,0.3195652174
1992,126,439,51,68,70,315000,1965,27,0.2574031891,0.2767075306
2008,47,0,0,0,0,,1979,29,0,0
2004,46,0,0,0,0,,1978,26,0,0
1998,101,259,51,37,40,750000,1965,33,0.2741312741,0.2012195122
2001,136,513,79,57,57,5250000,1966,35,0.3313840156,0.2747933884
2013,152,558,70,48,186,700000,1987,26,0.2329749104,0.2311557789
2004,112,442,57,29,75,6200000,1972,32,0.3009049774,0.2834782609
2004,156,572,104,96,131,16000000,1968,36,0.2657342657,0.25
2010,39,112,9,10,27,,1978,32,0.2142857143,0.2098765432
1994,82,203,37,28,24,400000,1959,35,0.3103448276,0.2440677966
2001,42,26,3,1,10,200000,1977,24,0.2692307692,0.3
1990,9,23,1,1,6,117000,1966,24,0.1739130435,0.2819956616
2002,65,123,16,7,26,4200000,1971,31,0.2764227642,0.1971830986
2006,152,591,76,51,98,3050000,1980,26,0.2656514382,0.2932692308
2014,64,0,0,0,0,1675000,1983,31,0,0
2006,109,276,27,17,51,650000,1973,33,0.2536231884,0.2515151515
1995,78,145,17,9,25,165000,1966,29,0.2896551724,0.2134831461
1993,159,546,60,60,58,400000,1965,28,0.2490842491,0.2531969309
2003,7,0,0,0,0,,1969,34,0,0
2002,30,0,0,0,0,1500000,1969,33,0,0
2013,18,1,0,0,0,,1988,25,0,0
2008,68,0,0,0,0,3666666,1974,34,0,0
2010,109,376,47,46,131,1500000,1975,35,0.2367021277,0.1968503937
2014,60,0,0,0,0,3825000,1980,34,0,0
2010,7,12,0,0,2,,1982,28,0.25,0.1071428571
1993,76,260,27,22,17,625000,1966,27,0.25,0.2948328267
1993,146,499,75,60,97,2050000,1964,29,0.2745490982,0.322147651
2000,10,10,5,0,1,,1976,24,0.3,0.2368421053
1990,158,607,85,51,79,925000,1962,28,0.273476112,0.3
1992,9,29,7,7,4,,1964,28,0.275862069,0.1764705882
2001,34,6,0,0,3,2583333,1975,26,0.1666666667,1
1997,101,304,27,26,48,157500,1972,25,0.2434210526,0.1428571429
1996,86,211,26,24,47,124000,1974,22,0.2464454976,0.2731958763
1998,105,240,33,27,57,280000,1974,24,0.2416666667,0.3134657837
2009,32,2,0,0,0,432575,1985,24,0,0
2010,73,0,0,0,0,487975,1985,25,0,0
2004,8,8,1,2,3,,1977,27,0,0.25
2011,85,313,37,36,78,3975000,1982,29,0.2587859425,0.2826086957
2000,34,60,3,4,33,600000,1974,26,0.0666666667,0.08
1997,51,1,0,0,1,245000,1971,26,0,0
2012,66,0,0,0,0,1100000,1982,30,0,0
2012,17,0,0,0,0,2500000,1971,41,0,0
2012,119,469,76,37,89,495000,1984,28,0.3070362473,0.3149606299
2010,145,539,81,69,90,8000000,1973,37,0.2708719852,0.2611683849
2010,8,13,0,0,5,4250000,1975,35,0,0
2007,75,190,32,21,28,,1980,27,0.2789473684,0.2429906542
2009,28,0,0,0,0,,1971,38,0,0
1993,34,71,2,2,22,4250000,1962,31,0.0845070423,0.2413793103
2010,53,1,0,0,1,417500,1983,27,0,0
2012,6,0,0,0,0,487750,1988,24,0,0
1999,52,155,31,26,43,200000,1974,25,0.3290322581,0.2653061224
2007,138,464,56,53,75,7000000,1971,36,0.2176724138,0.2891891892
1995,141,558,120,51,130,167500,1970,25,0.2903225806,0.3039443155
2010,145,506,57,36,70,405500,1986,24,0.2351778656,0.253649635
2010,139,517,71,59,102,5750000,1982,28,0.2920696325,0.2915811088
1998,70,183,11,14,32,1050000,1970,28,0.1967213115,0.1991341991
2001,53,148,9,3,15,500000,1970,31,0.222972973,0.1806451613
2011,2,0,0,0,0,,1985,26,0,0.09375
2004,6,10,0,0,5,,1983,21,0,0.1111111111
2013,4,5,0,0,2,,1990,23,0.4,0
2005,108,233,30,27,57,1000000,1958,47,0.2746781116,0.2727272727
2011,157,571,67,53,142,414000,1989,22,0.2819614711,0.2592592593
2014,67,0,0,0,0,750000,1986,28,0,0
1995,13,20,1,0,4,109000,1975,20,0.2,0
2002,53,202,30,6,41,,1975,27,0.297029703,0.262295082
2001,21,83,13,7,9,7250000,1973,28,0.2891566265,0.3102362205
2006,122,469,82,42,30,6000000,1973,33,0.302771855,0.283062645
2001,160,576,116,90,67,7333333,1971,30,0.3090277778,0.2977867203
2000,5,8,3,1,3,,1976,24,0.25,0
2002,28,81,7,17,15,,1976,26,0.2345679012,0.2569832402
2014,67,181,14,5,42,501900,1988,26,0.1878453039,0.25
2014,29,0,0,0,0,507800,1984,30,0,0
2013,157,583,69,47,98,21857143,1982,31,0.2933104631,0.2758037225
2000,141,527,68,43,113,3025000,1973,27,0.2523719165,0.2531446541
2012,135,518,89,56,115,5428571,1985,27,0.3030888031,0.3017902813
2009,2,0,0,0,0,,1982,27,0,0
1993,146,540,77,54,46,3425000,1963,30,0.3148148148,0.2691131498
1997,157,601,112,83,87,358333,1969,28,0.3211314476,0.3060200669
2000,90,288,45,28,53,205000,1975,25,0.2569444444,0.2587719298
1990,160,516,61,26,37,1000000,1964,26,0.2790697674,0.2729007634
2006,43,136,21,3,28,,1983,23,0.2720588235,0.2656826568
2001,35,1,0,0,0,200000,1974,27,0,0.0625
2006,148,537,101,63,162,418000,1979,27,0.270018622,0.2544247788
1996,19,57,3,2,12,,1971,25,0.1929824561,0.2678571429
2006,35,128,13,10,23,355000,1982,24,0.2421875,0.277027027
2003,135,485,50,29,94,300000,1978,25,0.2659793814,0.2872807018
