yearID,G,AB,RBI,BB,SO,Salary,Birth_Year,AgeInYear,Batting_Average,N_Y_Batting_Average,,,,,
1998,78,254,31,14,38,2850000,1964,34,0.2755905512,0.2392344498,,-0.0363561014,0.0363561014,,
1995,133,471,69,57,63,1500000,1967,28,0.2760084926,0.2712215321,,-0.0047869605,0.0047869605,,
2010,29,40,1,0,18,800000,1982,28,0.125,0.1071428571,,-0.0178571429,0.0178571429,,
2000,143,510,75,95,28,5300000,1964,36,0.2803921569,0.2983193277,,0.0179271709,0.0179271709,,
2002,122,410,46,39,92,1500000,1969,33,0.2390243902,0.2166666667,,-0.0223577236,0.0223577236,,
1994,101,312,64,56,62,110000,1967,27,0.2820512821,0.1682692308,,-0.1137820513,0.1137820513,,
1997,118,397,71,32,73,490000,1971,26,0.2644836272,0.280155642,,0.0156720148,0.0156720148,,
1991,134,470,105,98,73,3250000,1958,33,0.2680851064,0.2828282828,,0.0147431764,0.0147431764,,
2007,123,429,54,47,105,380000,1984,23,0.296037296,0.2490039841,,-0.047033312,0.047033312,,
1990,10,20,2,0,2,?,1967,23,0.2,0.2142857143,,0.0142857143,0.0142857143,,
2006,37,68,6,1,7,8000000,1975,31,0.2058823529,0.2133333333,,0.0074509804,0.0074509804,,
2012,6,12,3,0,2,?,1987,25,0.25,0.2962962963,,0.0462962963,0.0462962963,,
2013,16,27,8,2,3,?,1987,26,0.2962962963,0.2307692308,,-0.0655270655,0.0655270655,,
1998,95,255,26,13,53,225000,1971,27,0.2549019608,0.2246376812,,-0.0302642796,0.0302642796,,
1996,121,360,50,17,51,675000,1964,32,0.2722222222,0.2470588235,,-0.0251633987,0.0251633987,,
1990,93,220,31,12,32,135000,1960,30,0.2818181818,0.2270531401,,-0.0547650417,0.0547650417,,
2011,156,580,80,62,125,18500000,1975,36,0.2620689655,0.3127340824,,0.0506651169,0.0506651169,,
1992,123,318,49,41,43,182500,1964,28,0.2610062893,0.1333333333,,-0.127672956,0.127672956,,
1992,155,587,72,26,106,805000,1963,29,0.2487223169,0.2091254753,,-0.0395968416,0.0395968416,,
2004,37,71,3,2,16,340000,1978,26,0.2394366197,0.1578947368,,-0.0815418829,0.0815418829,,
2007,15,24,0,3,6,?,1984,23,0.0833333333,0.0447761194,,-0.0385572139,0.0385572139,,
2011,111,246,33,5,63,900000,1976,35,0.3089430894,0.2899628253,,-0.0189802642,0.0189802642,,
1992,67,145,9,11,29,165000,1962,30,0.2,0.262295082,,0.062295082,0.062295082,,
1991,101,301,38,14,49,250000,1965,26,0.2724252492,0.3043478261,,0.0319225769,0.0319225769,,
1990,127,439,76,64,92,?,1966,24,0.2824601367,0.2752525253,,-0.0072076114,0.0072076114,,
2009,134,452,48,46,58,5000000,1974,35,0.2411504425,0.2557603687,,0.0146099262,0.0146099262,,
1996,37,87,7,5,18,280000,1968,28,0.1954022989,0.375,,0.1795977011,0.1795977011,,
1998,96,252,27,33,49,710000,1964,34,0.25,0.225308642,,-0.024691358,0.024691358,,
2000,138,493,65,34,60,?,1975,25,0.2778904665,0.3063380282,,0.0284475616,0.0284475616,,
2008,61,164,17,15,20,850000,1974,34,0.2134146341,0.2403846154,,0.0269699812,0.0269699812,,
1998,34,94,14,13,36,?,1973,25,0.1595744681,0.0909090909,,-0.0686653772,0.0686653772,,
1995,132,472,66,34,57,1850000,1967,28,0.25,0.2284866469,,-0.0215133531,0.0215133531,,
1992,5,10,1,0,2,820000,1964,28,0.2,0.1142857143,,-0.0857142857,0.0857142857,,
2000,53,102,21,9,16,240000,1973,27,0.2254901961,0.2660098522,,0.0405196561,0.0405196561,,
1997,31,45,3,4,23,1700000,1968,29,0.1555555556,0.1481481481,,-0.0074074074,0.0074074074,,
2006,91,314,37,35,50,1850000,1974,32,0.2834394904,0.2771084337,,-0.0063310567,0.0063310567,,
2010,79,139,14,6,14,2700000,1976,34,0.2805755396,0.2753303965,,-0.0052451431,0.0052451431,,
2006,101,331,34,33,86,3250000,1969,37,0.250755287,0.2365591398,,-0.0141961472,0.0141961472,,
1993,120,425,57,34,73,300000,1966,27,0.2470588235,0.2919708029,,0.0449119794,0.0449119794,,
1996,142,528,82,50,76,1600000,1965,31,0.3125,0.2762762763,,-0.0362237237,0.0362237237,,
2012,84,265,48,26,90,?,1983,29,0.2905660377,0.2556053812,,-0.0349606566,0.0349606566,,
1993,26,40,9,9,12,160000,1964,29,0.3,0.2549019608,,-0.0450980392,0.0450980392,,
2009,131,465,54,51,65,18971596,1974,35,0.3096774194,0.3034055728,,-0.0062718466,0.0062718466,,
1998,112,379,47,32,59,240000,1972,26,0.2189973615,0.2541666667,,0.0351693052,0.0351693052,,
2002,131,385,44,31,33,2166667,1971,31,0.2701298701,0.2697095436,,-0.0004203266,0.0004203266,,
2001,123,340,47,18,67,1500000,1969,32,0.2823529412,0.1944444444,,-0.0879084967,0.0879084967,,
2000,162,651,92,30,63,2212500,1973,27,0.287250384,0.2788296041,,-0.0084207799,0.0084207799,,
1990,4,3,1,1,2,?,1966,24,0.3333333333,0.2714285714,,-0.0619047619,0.0619047619,,
2004,86,176,22,9,44,750000,1973,31,0.2159090909,0.2327044025,,0.0167953116,0.0167953116,,
1994,60,77,12,15,12,650000,1960,34,0.3246753247,0.164556962,,-0.1601183627,0.1601183627,,
2013,134,503,48,11,76,7500000,1976,37,0.2723658052,0.2514792899,,-0.0208865152,0.0208865152,,
1995,76,216,33,28,48,2000000,1969,26,0.2546296296,0.2121212121,,-0.0425084175,0.0425084175,,
1996,73,231,29,28,56,500000,1969,27,0.2121212121,0.2479338843,,0.0358126722,0.0358126722,,
1995,71,3,0,0,1,265000,1965,30,0.3333333333,0.3333333333,,0,0,,
2011,87,267,40,28,57,?,1983,28,0.2471910112,0.3134328358,,0.0662418246,0.0662418246,,
2006,153,647,122,53,81,401500,1983,23,0.2998454405,0.2804698972,,-0.0193755433,0.0193755433,,
2007,158,583,143,95,120,22708525,1975,32,0.3138936535,0.3019607843,,-0.0119328692,0.0119328692,,
2009,121,425,55,18,92,1500000,1971,38,0.2494117647,0.2663316583,,0.0169198936,0.0169198936,,
2013,104,319,30,23,73,3250000,1982,31,0.197492163,0.1666666667,,-0.0308254963,0.0308254963,,
2003,31,6,1,0,1,1100000,1980,23,0.5,0.25,,-0.25,0.25,,
1991,103,333,34,15,45,575000,1956,35,0.2582582583,0.2078431373,,-0.050415121,0.050415121,,
2006,88,325,45,28,86,5000000,1967,39,0.2461538462,0.3150684932,,0.068914647,0.068914647,,
2009,128,449,61,55,104,2400000,1978,31,0.2583518931,0.2841163311,,0.025764438,0.025764438,,
1996,49,68,6,4,16,160000,1967,29,0.1764705882,0.2522522523,,0.075781664,0.075781664,,
2005,158,640,111,52,132,318300,1982,23,0.2890625,0.2900763359,,0.0010138359,0.0010138359,,
1992,94,249,28,28,68,375000,1963,29,0.1967871486,0.1772151899,,-0.0195719587,0.0195719587,,
2014,33,62,6,4,11,?,1989,25,0.2258064516,0.2222222222,,-0.0035842294,0.0035842294,,
2003,43,54,9,4,11,1200000,1969,34,0.2592592593,0.2905027933,,0.031243534,0.031243534,,
2009,26,68,3,7,10,?,1983,26,0.1617647059,0.2807017544,,0.1189370485,0.1189370485,,
2010,156,636,71,30,67,6000000,1974,36,0.2688679245,0.2391304348,,-0.0297374897,0.0297374897,,
1995,100,341,61,39,74,140000,1969,26,0.284457478,0.2213114754,,-0.0631460026,0.0631460026,,
2007,113,396,47,34,73,1075000,1978,29,0.2550505051,0.2457627119,,-0.0092877932,0.0092877932,,
2012,47,181,33,19,19,8250000,1984,28,0.2872928177,0.3116591928,,0.0243663751,0.0243663751,,
1996,14,16,5,4,5,?,1970,26,0.1875,0.25,,0.0625,0.0625,,
2014,149,478,68,65,113,1710000,1985,29,0.2489539749,0.2235023041,,-0.0254516707,0.0254516707,,
1994,111,394,65,57,112,675000,1967,27,0.3096446701,0.3,,-0.0096446701,0.0096446701,,
1990,35,85,4,0,20,1966667,1960,30,0.1529411765,0.1267605634,,-0.0261806131,0.0261806131,,
1993,14,10,0,0,7,130000,1969,24,0.1,0.0681818182,,-0.0318181818,0.0318181818,,
1996,8,11,1,0,5,?,1971,25,0.1818181818,0.2338129496,,0.0519947678,0.0519947678,,
2004,148,561,105,85,96,12357143,1968,36,0.2620320856,0.2494845361,,-0.0125475495,0.0125475495,,
1999,34,73,4,2,19,3083333,1966,33,0.1780821918,0.2586206897,,0.0805384979,0.0805384979,,
2002,60,105,17,8,22,720000,1973,29,0.180952381,0.2296296296,,0.0486772487,0.0486772487,,
2003,155,600,94,54,139,6500000,1974,29,0.2816666667,0.2475247525,,-0.0341419142,0.0341419142,,
2008,160,626,115,94,118,5250000,1982,26,0.3019169329,0.3065420561,,0.0046251232,0.0046251232,,
2014,19,67,5,4,9,?,1987,27,0.3432835821,0.2598425197,,-0.0834410624,0.0834410624,,
2012,156,611,79,33,70,16174974,1976,36,0.2765957447,0.2793834297,,0.002787685,0.002787685,,
1993,157,571,82,70,76,1025000,1965,28,0.2767075306,0.2674698795,,-0.0092376511,0.0092376511,,
2006,157,614,84,61,120,327000,1984,22,0.2866449511,0.2664624809,,-0.0201824703,0.0201824703,,
2007,31,97,8,3,21,383400,1981,26,0.1546391753,0.2525252525,,0.0978860773,0.0978860773,,
2003,158,577,99,109,126,9100000,1974,29,0.2998266898,0.3013937282,,0.0015670384,0.0015670384,,
2012,27,86,8,5,24,?,1988,24,0.2441860465,0.2837837838,,0.0395977373,0.0395977373,,
2002,89,283,29,9,33,2500000,1966,36,0.2791519435,0.2680412371,,-0.0111107063,0.0111107063,,
2014,8,14,0,0,7,8000000,1988,26,0.1428571429,0.085106383,,-0.0577507599,0.0577507599,,
1992,32,99,14,11,13,?,1967,25,0.2929292929,0.2690763052,,-0.0238529877,0.0238529877,,
1992,140,478,58,59,61,1583333,1959,33,0.2531380753,0.3125,,0.0593619247,0.0593619247,,
1995,127,385,60,70,45,1919445,1959,36,0.2987012987,0.3111111111,,0.0124098124,0.0124098124,,
2002,70,154,12,10,25,215000,1975,27,0.2337662338,0.2181818182,,-0.0155844156,0.0155844156,,
2012,46,113,8,22,32,1100000,1985,27,0.203539823,0.2692307692,,0.0656909462,0.0656909462,,
2003,161,631,76,28,102,6400000,1973,30,0.234548336,0.2409240924,,0.0063757564,0.0063757564,,
1996,151,527,65,54,108,4700000,1965,31,0.2504743833,0.2914485166,,0.0409741333,0.0409741333,,
2007,149,595,87,38,104,12900000,1979,28,0.2756302521,0.2661870504,,-0.0094432017,0.0094432017,,
2013,100,236,22,11,46,490000,1986,27,0.2372881356,0.1714285714,,-0.0658595642,0.0658595642,,
1998,119,361,49,60,93,4000000,1965,33,0.2188365651,0.24,,0.0211634349,0.0211634349,,
1990,48,144,16,12,50,107000,1965,25,0.1875,0.2,,0.0125,0.0125,,
1999,45,133,21,17,25,200000,1973,26,0.2406015038,0.2827988338,,0.0421973301,0.0421973301,,
1996,129,311,34,31,67,425000,1967,29,0.2443729904,0.2,,-0.0443729904,0.0443729904,,
1993,75,168,14,11,27,350000,1956,37,0.2857142857,0.2295081967,,-0.056206089,0.056206089,,
2005,118,401,40,23,94,318500,1980,25,0.2418952618,0.2452830189,,0.003387757,0.003387757,,
2014,146,553,74,49,108,10000000,1985,29,0.2405063291,0.2653465347,,0.0248402055,0.0248402055,,
2012,161,627,105,61,96,14000000,1982,30,0.312599681,0.3140495868,,0.0014499058,0.0014499058,,
2009,149,585,67,47,81,3500000,1982,27,0.2888888889,0.2563559322,,-0.0325329567,0.0325329567,,
1999,157,607,98,75,83,3000000,1969,30,0.3261943987,0.3260869565,,-0.0001074422,0.0001074422,,
1992,23,54,3,6,9,?,1968,24,0.4074074074,0.3125,,-0.0949074074,0.0949074074,,
1996,100,376,56,29,127,109000,1972,24,0.25,0.275862069,,0.025862069,0.025862069,,
1996,34,1,0,0,0,5500000,1962,34,1,0.5,,-0.5,0.5,,
2005,13,30,3,1,12,326000,1979,26,0.1666666667,0.0517241379,,-0.1149425287,0.1149425287,,
2004,55,53,8,2,13,301400,1976,28,0.1509433962,0.2755102041,,0.1245668079,0.1245668079,,
2000,58,205,21,23,45,?,1976,24,0.2682926829,0.276816609,,0.0085239261,0.0085239261,,
1992,110,393,66,51,131,2016667,1960,32,0.2468193384,0.2103004292,,-0.0365189092,0.0365189092,,
2006,132,264,41,28,62,950000,1973,33,0.2916666667,0.2303370787,,-0.061329588,0.061329588,,
2010,26,93,9,9,16,6000000,1975,35,0.1935483871,0.2790697674,,0.0855213803,0.0855213803,,
1990,19,53,7,7,15,?,1965,25,0.3018867925,0.2352941176,,-0.0665926748,0.0665926748,,
2008,146,506,75,61,102,450000,1983,25,0.2509881423,0.2252559727,,-0.0257321696,0.0257321696,,
2011,134,481,70,43,77,2500000,1983,28,0.2723492723,0.2804428044,,0.0080935321,0.0080935321,,
2003,156,601,80,37,82,3450000,1976,27,0.2695507488,0.2355371901,,-0.0340135587,0.0340135587,,
2002,40,88,11,12,19,366750,1977,25,0.1931818182,0.2558139535,,0.0626321353,0.0626321353,,
2001,19,24,4,1,11,?,1974,27,0.25,0.1333333333,,-0.1166666667,0.1166666667,,
1995,139,562,104,59,62,4500000,1965,30,0.2971530249,0.2977099237,,0.0005568988,0.0005568988,,
2011,105,308,41,32,49,418300,1981,30,0.2402597403,0.2551020408,,0.0148423006,0.0148423006,,
2004,143,563,103,58,71,3700000,1977,27,0.2788632327,0.2840909091,,0.0052276764,0.0052276764,,
2012,32,64,2,1,25,3350000,1985,27,0.09375,0.0892857143,,-0.0044642857,0.0044642857,,
2007,158,612,122,52,141,410000,1981,26,0.3022875817,0.2802893309,,-0.0219982508,0.0219982508,,
1996,158,671,106,41,73,4850000,1967,29,0.3084947839,0.2616487455,,-0.0468460384,0.0468460384,,
2009,81,277,36,39,56,10000000,1975,34,0.2418772563,0.2727272727,,0.0308500164,0.0308500164,,
2000,125,449,73,66,58,2500000,1970,30,0.276169265,0.2897727273,,0.0136034622,0.0136034622,,
1994,18,35,5,0,10,3205000,1966,28,0.1714285714,0.0909090909,,-0.0805194805,0.0805194805,,
1994,89,269,48,29,57,1000000,1965,29,0.2973977695,0.2635814889,,-0.0338162806,0.0338162806,,
1998,24,38,4,4,12,500000,1961,37,0.2894736842,0.2121212121,,-0.0773524721,0.0773524721,,
2007,8,10,2,0,2,?,1982,25,0.1,0.2459016393,,0.1459016393,0.1459016393,,
2009,7,12,2,2,1,15500000,1975,34,0.3333333333,0.1948051948,,-0.1385281385,0.1385281385,,
2001,111,411,42,23,72,?,1976,25,0.2481751825,0.3127753304,,0.0646001479,0.0646001479,,
2014,83,218,18,10,63,4000000,1983,31,0.2431192661,0.3005464481,,0.057427182,0.057427182,,
2003,69,221,24,18,37,300000,1981,22,0.221719457,0.2644135189,,0.0426940619,0.0426940619,,
1991,121,176,21,16,36,650000,1964,27,0.2045454545,0.248502994,,0.0439575395,0.0439575395,,
1995,114,480,69,35,26,3000000,1967,28,0.30625,0.2920792079,,-0.0141707921,0.0141707921,,
1997,78,219,30,43,78,237500,1967,30,0.2146118721,0.0714285714,,-0.1431833007,0.1431833007,,
1992,144,484,78,79,85,555000,1966,26,0.2561983471,0.2700854701,,0.013887123,0.013887123,,
2005,150,601,70,50,39,10571429,1974,31,0.2712146423,0.2952898551,,0.0240752128,0.0240752128,,
2010,33,51,2,2,16,480000,1984,26,0.0980392157,0.2083333333,,0.1102941176,0.1102941176,,
2011,34,61,3,4,24,423000,1984,27,0.131147541,0.0784313725,,-0.0527161684,0.0527161684,,
1993,22,17,3,3,4,109000,1971,22,0.3529411765,0.2775510204,,-0.0753901561,0.0753901561,,
2004,112,278,38,31,63,352000,1975,29,0.2877697842,0.2360248447,,-0.0517449395,0.0517449395,,
1995,76,7,1,0,1,130000,1968,27,0.1428571429,0.3333333333,,0.1904761905,0.1904761905,,
2004,38,48,1,1,19,?,1972,32,0.1875,0.3333333333,,0.1458333333,0.1458333333,,
2009,33,66,8,6,36,650000,1984,25,0.1515151515,0.1044776119,,-0.0470375396,0.0470375396,,
2000,113,275,32,29,31,1000000,1964,36,0.2654545455,0.2191011236,,-0.0463534219,0.0463534219,,
2009,157,584,100,72,140,550000,1985,24,0.2808219178,0.2944250871,,0.0136031693,0.0136031693,,
2012,20,59,9,4,9,?,1986,26,0.2372881356,0.2857142857,,0.0484261501,0.0484261501,,
2009,119,445,54,33,61,12500000,1974,35,0.2898876404,0.2385321101,,-0.0513555304,0.0513555304,,
2010,75,277,24,18,44,?,1986,24,0.2527075812,0.2651162791,,0.0124086978,0.0124086978,,
2012,7,11,1,0,5,?,1986,26,0.0909090909,0.3,,0.2090909091,0.2090909091,,
1996,35,68,6,3,12,6675000,1966,30,0.1470588235,0.1044776119,,-0.0425812116,0.0425812116,,
2001,17,29,3,1,5,?,1977,24,0.1724137931,0.2170542636,,0.0446404705,0.0446404705,,
2001,132,470,80,93,90,5500000,1963,38,0.3063829787,0.2774390244,,-0.0289439543,0.0289439543,,
2006,82,176,20,15,20,600000,1972,34,0.2784090909,0.1937984496,,-0.0846106413,0.0846106413,,
2001,5,3,0,0,2,?,1975,26,0.3333333333,0.1818181818,,-0.1515151515,0.1515151515,,
2003,8,12,3,0,0,?,1976,27,0.3333333333,0.2931034483,,-0.0402298851,0.0402298851,,
1997,25,66,5,2,12,150000,1969,28,0.2727272727,0.2857142857,,0.012987013,0.012987013,,
2001,32,66,6,2,20,241000,1976,25,0.1666666667,0.1774193548,,0.0107526882,0.0107526882,,
1996,14,25,0,1,3,109000,1971,25,0.2,0.1981981982,,-0.0018018018,0.0018018018,,
2011,134,464,60,39,92,426000,1985,26,0.2586206897,0.2752293578,,0.0166086681,0.0166086681,,
2012,134,505,63,49,102,15000000,1981,31,0.2673267327,0.2587412587,,-0.0085854739,0.0085854739,,
2004,26,39,2,1,14,314000,1976,28,0.3846153846,0.2,,-0.1846153846,0.1846153846,,
1992,36,68,7,1,19,170000,1967,25,0.2352941176,0.2692307692,,0.0339366516,0.0339366516,,
1992,148,496,59,77,85,2833333,1963,29,0.2459677419,0.3112449799,,0.065277238,0.065277238,,
2002,33,69,11,6,17,2862500,1974,28,0.2463768116,0.2571428571,,0.0107660455,0.0107660455,,
2005,24,34,1,3,9,7375000,1974,31,0.2058823529,0.3333333333,,0.1274509804,0.1274509804,,
1998,39,98,8,13,16,275000,1968,30,0.2142857143,0.1856287425,,-0.0286569718,0.0286569718,,
2009,41,54,7,1,19,420000,1982,27,0.2592592593,0.2142857143,,-0.044973545,0.044973545,,
2014,69,153,10,9,27,502000,1986,28,0.2549019608,0.2424242424,,-0.0124777184,0.0124777184,,
2013,160,641,91,73,75,10250000,1983,30,0.3010920437,0.277676951,,-0.0234150927,0.0234150927,,
1993,126,304,20,25,46,2200000,1957,36,0.1809210526,0.2946428571,,0.1137218045,0.1137218045,,
1996,67,174,14,15,25,558333,1957,39,0.1954022989,0.1744186047,,-0.0209836942,0.0209836942,,
1995,3,9,0,1,2,?,1969,26,0.3333333333,0.0714285714,,-0.2619047619,0.2619047619,,
2012,6,11,0,0,5,?,1989,23,0.0909090909,0.14,,0.0490909091,0.0490909091,,
1990,152,573,97,99,85,866667,1959,31,0.2513089005,0.2836879433,,0.0323790427,0.0323790427,,
1996,153,581,119,125,132,2100000,1959,37,0.2771084337,0.2752808989,,-0.0018275349,0.0018275349,,
1994,28,102,10,12,29,155000,1967,27,0.1960784314,0.1333333333,,-0.062745098,0.062745098,,
2014,68,237,27,13,35,?,1992,22,0.2616033755,0.219047619,,-0.0425557565,0.0425557565,,
1998,37,118,10,5,16,170000,1971,27,0.3305084746,0.3016528926,,-0.028855582,0.028855582,,
2014,29,69,5,6,32,?,1983,31,0.231884058,0.2470588235,,0.0151747656,0.0151747656,,
1996,30,52,4,5,25,440000,1966,30,0.1730769231,0.2413793103,,0.0683023873,0.0683023873,,
2013,156,616,83,41,108,13000000,1981,32,0.2775974026,0.2804878049,,0.0028904023,0.0028904023,,
2010,80,255,31,19,65,410000,1983,27,0.2705882353,0.0983606557,,-0.1722275796,0.1722275796,,
2002,7,11,3,0,2,?,1977,25,0.0909090909,0.393442623,,0.302533532,0.302533532,,
1991,37,91,6,2,14,?,1963,28,0.2747252747,0.2476190476,,-0.0271062271,0.0271062271,,
1990,38,74,7,6,32,210000,1967,23,0.1621621622,0.1076923077,,-0.0544698545,0.0544698545,,
2014,24,89,11,6,24,?,1992,22,0.2921348315,0.262295082,,-0.0298397495,0.0298397495,,
1996,63,44,4,3,15,150000,1966,30,0.0909090909,0.1836734694,,0.0927643785,0.0927643785,,
2007,150,539,84,100,131,400000,1980,27,0.2615955473,0.2193158954,,-0.0422796519,0.0422796519,,
2004,62,229,21,20,78,?,1980,24,0.2445414847,0.2298136646,,-0.0147278201,0.0147278201,,
2007,14,40,9,3,1,?,1984,23,0.375,0.1369863014,,-0.2380136986,0.2380136986,,
1994,52,67,14,5,8,500000,1963,31,0.2985074627,0.2089552239,,-0.0895522388,0.0895522388,,
1996,108,339,55,40,69,160000,1971,25,0.2595870206,0.2825651303,,0.0229781096,0.0229781096,,
2011,99,273,39,18,41,560000,1978,33,0.2490842491,0.206185567,,-0.0428986821,0.0428986821,,
1997,67,169,19,11,20,150000,1974,23,0.2485207101,0.2195121951,,-0.0290085149,0.0290085149,,
1993,151,551,74,46,71,235000,1968,25,0.2867513612,0.256097561,,-0.0306538002,0.0306538002,,
2002,151,582,85,56,64,4500000,1967,35,0.2749140893,0.244,,-0.0309140893,0.0309140893,,
1995,115,393,40,25,71,166000,1969,26,0.2569974555,0.223255814,,-0.0337416415,0.0337416415,,
1994,108,408,80,61,54,225000,1968,26,0.2892156863,0.3072824156,,0.0180667294,0.0180667294,,
1993,4,8,0,0,4,?,1963,30,0.125,0.5,,0.375,0.375,,
1992,150,557,71,53,81,3200000,1955,37,0.2639138241,0.2577092511,,-0.006204573,0.006204573,,
2006,99,290,39,41,42,1000000,1971,35,0.2724137931,0.2416918429,,-0.0307219502,0.0307219502,,
2002,117,463,46,25,46,215000,1977,25,0.2419006479,0.0588235294,,-0.1830771185,0.1830771185,,
1998,20,27,4,0,9,175000,1972,26,0.2222222222,0.0833333333,,-0.1388888889,0.1388888889,,
1997,28,68,9,6,17,150000,1970,27,0.2058823529,0.2916666667,,0.0857843137,0.0857843137,,
2009,137,500,90,54,89,1981250,1979,30,0.32,0.2542735043,,-0.0657264957,0.0657264957,,
2005,156,603,69,38,108,11400000,1979,26,0.2553897181,0.2677419355,,0.0123522174,0.0123522174,,
1996,135,488,89,59,84,110500,1971,25,0.2479508197,0.2280701754,,-0.0198806442,0.0198806442,,
1998,124,349,46,15,73,242500,1965,33,0.2722063037,0.2472826087,,-0.024923695,0.024923695,,
1992,101,307,21,17,67,370000,1963,29,0.2280130293,0.2447761194,,0.0167630901,0.0167630901,,
2005,10,27,4,3,13,?,1980,25,0.2962962963,0.22,,-0.0762962963,0.0762962963,,
2007,105,119,29,13,21,380000,1982,25,0.2773109244,0.2291220557,,-0.0481888687,0.0481888687,,
2001,69,197,28,19,58,205000,1973,28,0.2741116751,0.268722467,,-0.0053892082,0.0053892082,,
1991,130,474,56,39,81,1825000,1964,27,0.2510548523,0.2553191489,,0.0042642966,0.0042642966,,
1998,142,504,76,58,111,4900000,1964,34,0.2916666667,0.2820512821,,-0.0096153846,0.0096153846,,
1993,156,607,80,86,69,3333333,1957,36,0.2981878089,0.3141486811,,0.0159608722,0.0159608722,,
2011,155,658,102,35,94,1250000,1984,27,0.3054711246,0.3464052288,,0.0409341041,0.0409341041,,
2009,33,60,2,4,31,2900000,1984,25,0.15,0.1060606061,,-0.0439393939,0.0439393939,,
1997,16,29,7,2,3,?,1974,23,0.2413793103,0.267961165,,0.0265818547,0.0265818547,,
2007,22,36,4,0,12,?,1977,30,0.1388888889,0.2222222222,,0.0833333333,0.0833333333,,
1991,12,11,1,0,2,?,1967,24,0.1818181818,0.21875,,0.0369318182,0.0369318182,,
2007,108,227,45,28,34,1700000,1974,33,0.2246696035,0.2766570605,,0.051987457,0.051987457,,
2003,147,542,65,26,86,5000000,1967,36,0.2767527675,0.2710120069,,-0.0057407607,0.0057407607,,
2012,14,24,4,1,3,482000,1988,24,0.2916666667,0.1904761905,,-0.1011904762,0.1011904762,,
2003,25,48,2,6,5,300000,1976,27,0.1666666667,0.1333333333,,-0.0333333333,0.0333333333,,
1998,110,334,30,31,70,176000,1973,25,0.245508982,0.2592592593,,0.0137502772,0.0137502772,,
2010,28,40,5,0,17,9625000,1979,31,0.15,0.1470588235,,-0.0029411765,0.0029411765,,
2007,144,547,87,64,107,3575000,1979,28,0.2760511883,0.2489959839,,-0.0270552044,0.0270552044,,
2000,142,495,55,44,130,295000,1972,28,0.2484848485,0.2628992629,,0.0144144144,0.0144144144,,
1996,38,79,11,2,8,350000,1968,28,0.2405063291,0.2222222222,,-0.0182841069,0.0182841069,,
2005,75,231,25,11,48,?,1981,24,0.2554112554,0.2080536913,,-0.0473575641,0.0473575641,,
1991,63,246,48,37,20,2216666,1963,28,0.2967479675,0.3014492754,,0.0047013079,0.0047013079,,
2007,33,116,20,8,15,?,1983,24,0.3534482759,0.2797833935,,-0.0736648824,0.0736648824,,
2007,79,180,21,14,48,380000,1984,23,0.2444444444,0.2558139535,,0.011369509,0.011369509,,
1995,29,69,6,7,22,145000,1972,23,0.1304347826,0.2422907489,,0.1118559663,0.1118559663,,
1998,139,502,67,43,97,240000,1971,27,0.2768924303,0.2554744526,,-0.0214179777,0.0214179777,,
1991,140,526,63,27,34,1000000,1953,38,0.283269962,0.24609375,,-0.037176212,0.037176212,,
1998,12,36,3,2,13,?,1972,26,0.1944444444,0.25,,0.0555555556,0.0555555556,,
1990,136,534,64,26,67,700000,1957,33,0.2752808989,0.2472885033,,-0.0279923956,0.0279923956,,
2007,92,222,21,10,26,850000,1971,36,0.2972972973,0.2732240437,,-0.0240732536,0.0240732536,,
2012,60,192,28,31,39,?,1988,24,0.296875,0.2159090909,,-0.0809659091,0.0809659091,,
2002,19,36,3,3,13,?,1979,23,0.1944444444,0.2605633803,,0.0661189358,0.0661189358,,
2010,161,610,77,56,139,427700,1984,26,0.2639344262,0.2887139108,,0.0247794845,0.0247794845,,
1998,34,66,7,3,16,3720000,1958,40,0.1515151515,0.1451612903,,-0.0063538612,0.0063538612,,
2012,157,599,95,75,132,16292362,1980,32,0.2954924875,0.3,,0.0045075125,0.0045075125,,
1991,106,281,30,24,57,105000,1964,27,0.2491103203,0.2770083102,,0.02789799,0.02789799,,
1999,133,388,56,53,105,203000,1973,26,0.2242268041,0.2553191489,,0.0310923448,0.0310923448,,
2011,30,48,2,3,28,1100000,1982,29,0.1041666667,0.1071428571,,0.0029761905,0.0029761905,,
2004,145,540,96,49,96,10000000,1968,36,0.2888888889,0.2893309222,,0.0004420334,0.0004420334,,
2009,31,48,2,3,16,404000,1988,21,0.1041666667,0.0545454545,,-0.0496212121,0.0496212121,,
2012,144,533,66,56,83,12000000,1976,36,0.2983114447,0.244111349,,-0.0542000956,0.0542000956,,
2007,162,627,93,53,63,11500000,1976,31,0.303030303,0.3142201835,,0.0111898805,0.0111898805,,
2009,160,610,65,41,51,19000000,1976,33,0.3,0.2462809917,,-0.0537190083,0.0537190083,,
2006,48,102,20,8,10,?,1984,22,0.2843137255,0.3313953488,,0.0470816233,0.0470816233,,
2008,143,481,64,43,82,4900000,1980,28,0.2827442827,0.309602649,,0.0268583663,0.0268583663,,
2006,155,635,75,49,63,3250000,1971,35,0.2850393701,0.2869565217,,0.0019171517,0.0019171517,,
2006,113,350,41,27,60,340000,1980,26,0.2857142857,0.1666666667,,-0.119047619,0.119047619,,
2000,96,226,35,15,69,1850000,1970,30,0.2345132743,0.2077922078,,-0.0267210665,0.0267210665,,
