yearID,G,AB,RBI,BB,SO,Salary,Birth_Year,AgeInYear,Batting_Average,N_Y_Batting_Average,,,,,
2002,33,5,0,1,1,700000,1980,22,0.2,0.5,,0.3,0.3,,
2010,66,253,30,11,45,?,1983,27,0.2766798419,0.2395833333,,-0.0370965086,0.0370965086,,
2009,32,41,2,4,27,455000,1982,27,0.0731707317,0.1379310345,,0.0647603028,0.0647603028,,
1999,134,479,66,22,48,1200000,1967,32,0.2943632568,0.2730844794,,-0.0212787774,0.0212787774,,
2012,16,23,3,1,3,?,1986,26,0.3043478261,0.211409396,,-0.0929384301,0.0929384301,,
1995,9,5,0,1,2,109000,1973,22,0.2,0.0322580645,,-0.1677419355,0.1677419355,,
1999,134,479,72,34,117,219000,1974,25,0.254697286,0.2718808194,,0.0171835334,0.0171835334,,
1994,110,426,71,23,64,4700000,1965,29,0.2676056338,0.2630480167,,-0.0045576171,0.0045576171,,
2013,116,425,62,74,140,537000,1989,24,0.2494117647,0.2875695733,,0.0381578086,0.0381578086,,
2007,106,123,20,14,29,900000,1969,38,0.2601626016,0.1304347826,,-0.129727819,0.129727819,,
2009,134,484,68,40,67,410000,1985,24,0.2933884298,0.2937293729,,0.0003409432,0.0003409432,,
2005,152,592,82,25,103,316000,1981,24,0.2905405405,0.2778827977,,-0.0126577428,0.0126577428,,
2009,158,635,83,19,48,14811414,1974,35,0.3133858268,0.2688679245,,-0.0445179022,0.0445179022,,
1990,80,175,28,15,33,612500,1958,32,0.2457142857,0.2170087977,,-0.0287054881,0.0287054881,,
2011,29,102,11,9,23,2250000,1989,22,0.2549019608,0.2554455446,,0.0005435838,0.0005435838,,
1991,71,192,23,21,30,120000,1964,27,0.2760416667,0.1517857143,,-0.1242559524,0.1242559524,,
2006,9,11,0,0,8,4150000,1977,29,0.0909090909,0.320754717,,0.2298456261,0.2298456261,,
2010,32,52,1,2,15,427000,1982,28,0.1730769231,0.1395348837,,-0.0335420394,0.0335420394,,
2010,157,590,79,50,84,15687500,1978,32,0.2728813559,0.2178217822,,-0.0550595738,0.0550595738,,
1990,38,8,0,0,0,101000,1964,26,0.25,0.1818181818,,-0.0681818182,0.0681818182,,
1996,77,215,22,18,50,350000,1964,32,0.2,0.2395833333,,0.0395833333,0.0395833333,,
1995,119,399,40,33,63,175000,1969,26,0.2781954887,0.2851323829,,0.0069368942,0.0069368942,,
2001,123,468,70,36,107,1000000,1974,27,0.2735042735,0.2431372549,,-0.0303670186,0.0303670186,,
2005,61,152,18,11,26,760000,1973,32,0.1973684211,0.2828947368,,0.0855263158,0.0855263158,,
1999,31,53,5,6,16,270000,1975,24,0.1320754717,0.0454545455,,-0.0866209262,0.0866209262,,
1996,55,132,20,11,32,150000,1969,27,0.2424242424,0.3003003003,,0.0578760579,0.0578760579,,
1995,132,419,64,63,61,800000,1965,30,0.2696897375,0.2578947368,,-0.0117950006,0.0117950006,,
1996,129,380,54,52,78,750000,1965,31,0.2578947368,0.2525773196,,-0.0053174173,0.0053174173,,
1990,132,445,60,25,46,115000,1966,24,0.2898876404,0.2173913043,,-0.0724963361,0.0724963361,,
2002,31,62,3,0,31,4000000,1968,34,0.1612903226,0.0909090909,,-0.0703812317,0.0703812317,,
1999,152,558,68,43,71,950000,1971,28,0.2813620072,0.2711198428,,-0.0102421643,0.0102421643,,
2011,91,286,31,13,44,640000,1981,30,0.2552447552,0.25,,-0.0052447552,0.0052447552,,
2014,132,292,37,15,100,501000,1986,28,0.2568493151,0.2509803922,,-0.0058689229,0.0058689229,,
1992,61,161,23,15,34,112500,1968,24,0.2422360248,0.2619926199,,0.0197565951,0.0197565951,,
1992,46,147,12,18,29,125000,1968,24,0.2040816327,0.2279202279,,0.0238385953,0.0238385953,,
2007,144,554,93,69,111,13571429,1977,30,0.2761732852,0.2838283828,,0.0076550976,0.0076550976,,
1994,48,131,12,16,25,130000,1967,27,0.2824427481,0.2173913043,,-0.0650514437,0.0650514437,,
2011,32,56,4,4,23,6275000,1984,27,0.1607142857,0.1904761905,,0.0297619048,0.0297619048,,
2002,9,20,2,2,7,?,1973,29,0.2,0.2567324955,,0.0567324955,0.0567324955,,
2007,22,54,3,2,12,1775000,1971,36,0.1666666667,0.2916666667,,0.125,0.125,,
2005,109,319,32,28,43,575000,1973,32,0.2288401254,0.2536231884,,0.024783063,0.024783063,,
1998,151,465,59,39,65,3583333,1965,33,0.2602150538,0.2773375594,,0.0171225057,0.0171225057,,
1997,153,513,65,61,102,240000,1969,28,0.2573099415,0.2787286064,,0.0214186648,0.0214186648,,
1992,138,458,47,66,96,2850000,1960,32,0.2663755459,0.1830357143,,-0.0833398316,0.0833398316,,
2011,15,44,2,2,20,?,1986,25,0.1363636364,0.2385321101,,0.1021684737,0.1021684737,,
2003,34,106,10,4,22,?,1977,26,0.141509434,0.1933701657,,0.0518607318,0.0518607318,,
1993,15,46,5,1,10,109000,1968,25,0.1739130435,0.1958762887,,0.0219632452,0.0219632452,,
1997,113,365,49,27,77,285000,1968,29,0.2821917808,0.2624113475,,-0.0197804333,0.0197804333,,
1990,52,101,12,5,24,109500,1963,27,0.2673267327,0.2276422764,,-0.0396844563,0.0396844563,,
1995,27,101,10,8,30,?,1972,23,0.2376237624,0.25,,0.0123762376,0.0123762376,,
2014,80,231,24,22,57,517500,1988,26,0.2207792208,0.2288557214,,0.0080765006,0.0080765006,,
2001,134,405,38,31,58,240000,1975,26,0.2172839506,0.2906976744,,0.0734137238,0.0734137238,,
2006,105,413,58,31,67,2750000,1979,27,0.2639225182,0.2680608365,,0.0041383183,0.0041383183,,
1995,47,188,32,12,22,109000,1973,22,0.2819148936,0.2707930368,,-0.0111218569,0.0111218569,,
1996,5,12,3,7,5,5250000,1962,34,0.1666666667,0.2632911392,,0.0966244726,0.0966244726,,
2008,135,518,70,46,71,2500000,1979,29,0.3069498069,0.2813620072,,-0.0255877998,0.0255877998,,
2004,128,458,74,69,115,19700000,1972,32,0.268558952,0.3013435701,,0.0327846181,0.0327846181,,
2009,21,82,9,5,14,?,1985,24,0.2804878049,0.2685714286,,-0.0119163763,0.0119163763,,
2012,130,513,72,30,113,512500,1985,27,0.2923976608,0.28,,-0.0123976608,0.0123976608,,
2005,7,3,1,0,0,500000,1976,29,0.6666666667,0.3333333333,,-0.3333333333,0.3333333333,,
1996,49,112,14,10,25,305000,1969,27,0.2678571429,0.2637571157,,-0.0041000271,0.0041000271,,
1990,30,58,3,0,22,1666667,1962,28,0.1896551724,0.1538461538,,-0.0358090186,0.0358090186,,
2003,103,197,28,25,43,600000,1958,45,0.2944162437,0.309375,,0.0149587563,0.0149587563,,
1995,120,430,58,38,60,4366667,1961,34,0.2558139535,0.2546728972,,-0.0011410563,0.0011410563,,
1990,50,119,7,20,30,920000,1959,31,0.2016806723,0.1063829787,,-0.0952976935,0.0952976935,,
2004,102,322,42,15,67,300000,1979,25,0.2919254658,0.2920792079,,0.0001537421,0.0001537421,,
2013,83,139,12,19,38,1000000,1980,33,0.2158273381,0.1875,,-0.0283273381,0.0283273381,,
2010,34,62,3,2,27,435000,1986,24,0.0967741935,0.0512820513,,-0.0454921423,0.0454921423,,
1999,121,438,89,82,82,1900000,1958,41,0.3150684932,0.2333333333,,-0.0817351598,0.0817351598,,
2003,93,228,32,22,55,1500000,1973,30,0.2543859649,0.3175675676,,0.0631816027,0.0631816027,,
2006,35,63,4,2,18,6500000,1975,31,0.0952380952,0.2631578947,,0.1679197995,0.1679197995,,
2011,96,287,31,24,79,?,1984,27,0.2229965157,0.1304347826,,-0.0925617331,0.0925617331,,
2000,12,18,2,0,4,?,1971,29,0.3888888889,0.2083333333,,-0.1805555556,0.1805555556,,
2014,118,418,54,25,53,?,1990,24,0.2775119617,0.3034351145,,0.0259231528,0.0259231528,,
2009,70,203,24,19,28,1850000,1981,28,0.3054187192,0.3205944798,,0.0151757606,0.0151757606,,
1992,111,248,25,14,45,650000,1962,30,0.2419354839,0.275,,0.0330645161,0.0330645161,,
1997,159,654,116,74,125,550000,1974,23,0.2905198777,0.3242811502,,0.0337612725,0.0337612725,,
2010,154,585,93,79,148,2350000,1982,28,0.2837606838,0.2220183486,,-0.0617423351,0.0617423351,,
1995,131,490,83,22,79,725000,1967,28,0.2959183673,0.3099415205,,0.0140231531,0.0140231531,,
1993,149,499,64,36,95,1525000,1965,28,0.25250501,0.3032786885,,0.0507736785,0.0507736785,,
2009,39,22,2,2,12,401500,1982,27,0.0454545455,0.0606060606,,0.0151515152,0.0151515152,,
2011,140,537,86,33,119,3300000,1983,28,0.2849162011,0.2872727273,,0.0023565262,0.0023565262,,
1992,102,305,52,27,76,109000,1968,24,0.2393442623,0.2701612903,,0.030817028,0.030817028,,
2005,97,354,49,44,90,3500000,1973,32,0.2485875706,0.2607003891,,0.0121128185,0.0121128185,,
2002,21,52,12,6,6,?,1972,30,0.2692307692,0.3333333333,,0.0641025641,0.0641025641,,
2012,25,12,0,0,1,?,1984,28,0.0833333333,0.1666666667,,0.0833333333,0.0833333333,,
1991,72,222,41,36,30,?,1967,24,0.2477477477,0.23125,,-0.0164977477,0.0164977477,,
2000,82,182,20,13,34,600000,1969,31,0.2527472527,0.0769230769,,-0.1758241758,0.1758241758,,
1996,51,36,4,3,11,150000,1970,26,0.1944444444,0.1206896552,,-0.0737547893,0.0737547893,,
2004,16,32,6,5,7,?,1980,24,0.15625,0.216374269,,0.060124269,0.060124269,,
1996,112,217,23,14,22,350000,1964,32,0.267281106,0.2272727273,,-0.0400083787,0.0400083787,,
2001,33,29,0,2,13,2975000,1971,30,0.0344827586,0.1111111111,,0.0766283525,0.0766283525,,
1998,104,239,34,17,60,170000,1971,27,0.2343096234,0.3,,0.0656903766,0.0656903766,,
2008,39,59,8,3,17,6375000,1978,30,0.2033898305,0.171875,,-0.0315148305,0.0315148305,,
1995,141,519,92,62,91,1025000,1967,28,0.2928709056,0.2924369748,,-0.0004339308,0.0004339308,,
2005,5,3,1,0,1,?,1983,22,0.3333333333,0.1454545455,,-0.1878787879,0.1878787879,,
2010,143,479,63,74,98,5700000,1984,26,0.2693110647,0.2703862661,,0.0010752014,0.0010752014,,
2009,108,433,74,54,83,?,1986,23,0.2863741339,0.2859649123,,-0.0004092217,0.0004092217,,
1998,62,211,17,8,53,170000,1974,24,0.2417061611,0.1333333333,,-0.1083728278,0.1083728278,,
2003,40,106,14,9,30,?,1981,22,0.2264150943,0.2714285714,,0.0450134771,0.0450134771,,
2010,138,419,54,45,71,427670,1981,29,0.2911694511,0.2747524752,,-0.0164169758,0.0164169758,,
2008,148,555,76,39,103,3350000,1978,30,0.3045045045,0.2857142857,,-0.0187902188,0.0187902188,,
2012,60,209,19,21,66,?,1989,23,0.2009569378,0.2462121212,,0.0452551834,0.0452551834,,
1996,89,178,30,22,48,165000,1970,26,0.2471910112,0.1276595745,,-0.1195314368,0.1195314368,,
1998,153,505,46,23,60,320000,1971,27,0.2455445545,0.2576923077,,0.0121477532,0.0121477532,,
1995,105,283,42,12,88,145000,1969,26,0.2261484099,0.2587412587,,0.0325928488,0.0325928488,,
2013,50,97,14,8,18,550000,1985,28,0.2783505155,0.2448979592,,-0.0334525563,0.0334525563,,
2012,150,531,58,49,105,5500000,1982,30,0.2391713748,0.3031784841,,0.0640071093,0.0640071093,,
2006,140,509,65,22,72,4000000,1976,30,0.2946954813,0.2627118644,,-0.0319836169,0.0319836169,,
1998,8,4,2,3,0,?,1973,25,0.5,0.16,,-0.34,0.34,,
2011,52,215,27,13,40,?,1985,26,0.2976744186,0.2369942197,,-0.060680199,0.060680199,,
1997,81,164,22,24,46,216000,1968,29,0.2134146341,0.2523364486,,0.0389218145,0.0389218145,,
1999,4,6,1,1,1,300000,1964,35,0.1666666667,0.237704918,,0.0710382514,0.0710382514,,
2002,120,436,84,73,85,15462727,1972,30,0.3486238532,0.3251318102,,-0.023492043,0.023492043,,
1996,116,341,34,43,65,525000,1962,34,0.284457478,0.296875,,0.012417522,0.012417522,,
2001,32,40,2,1,15,6750000,1964,37,0.125,0.25,,0.125,0.125,,
1998,59,133,20,14,28,220000,1973,25,0.2556390977,0.2854700855,,0.0298309877,0.0298309877,,
1999,65,211,31,19,34,260000,1973,26,0.2417061611,0.2146341463,,-0.0270720148,0.0270720148,,
2007,33,7,2,1,0,13000000,1979,28,0.2857142857,0.141025641,,-0.1446886447,0.1446886447,,
1992,2,3,1,0,0,?,1961,31,0.3333333333,0.125,,-0.2083333333,0.2083333333,,
2008,17,44,2,4,11,?,1979,29,0.1590909091,0.0967741935,,-0.0623167155,0.0623167155,,
1991,134,427,44,50,69,1483334,1962,29,0.224824356,0.2056737589,,-0.0191505971,0.0191505971,,
1990,21,18,1,2,6,107000,1968,22,0.0555555556,0.1034482759,,0.0478927203,0.0478927203,,
2002,135,492,82,72,53,9916667,1968,34,0.3069105691,0.3298611111,,0.022950542,0.022950542,,
2002,118,362,42,24,46,1350000,1972,30,0.2375690608,0.1929824561,,-0.0445866046,0.0445866046,,
2002,106,234,30,21,41,775000,1966,36,0.235042735,0.1904761905,,-0.0445665446,0.0445665446,,
1998,124,422,45,38,89,2850000,1962,36,0.2417061611,0.2840236686,,0.0423175075,0.0423175075,,
2002,19,15,4,2,1,?,1969,33,0.4,0.2592592593,,-0.1407407407,0.1407407407,,
2007,97,372,64,21,55,402000,1981,26,0.3198924731,0.2505219207,,-0.0693705525,0.0693705525,,
2000,160,607,105,66,102,290000,1974,26,0.2751235585,0.2668810289,,-0.0082425295,0.0082425295,,
1996,143,491,78,95,137,1461649,1960,36,0.2464358452,0.0909090909,,-0.1555267543,0.1555267543,,
2000,158,557,106,118,171,8175000,1970,30,0.2692998205,0.2908745247,,0.0215747042,0.0215747042,,
2008,70,236,19,12,44,3000000,1978,30,0.2457627119,0.2910798122,,0.0453171003,0.0453171003,,
2004,35,59,6,1,17,5000000,1970,34,0.186440678,0.0666666667,,-0.1197740113,0.1197740113,,
1993,19,53,10,7,16,109000,1969,24,0.2452830189,0.2385964912,,-0.0066865276,0.0066865276,,
2001,51,174,19,21,35,1800000,1972,29,0.2931034483,0.2655246253,,-0.027578823,0.027578823,,
2004,32,4,1,0,0,9000000,1976,28,0.25,0.2380952381,,-0.0119047619,0.0119047619,,
2008,151,526,69,59,102,390000,1983,25,0.2965779468,0.3219616205,,0.0253836737,0.0253836737,,
1993,49,106,14,11,8,172000,1965,28,0.1981132075,0.2727272727,,0.0746140652,0.0746140652,,
2006,13,5,0,0,2,4075000,1963,43,0.2,0.1509433962,,-0.0490566038,0.0490566038,,
1994,92,322,67,41,47,2783333,1957,37,0.301242236,0.2931726908,,-0.0080695453,0.0080695453,,
2012,145,519,85,76,141,7000000,1979,33,0.2601156069,0.2082262211,,-0.0518893859,0.0518893859,,
1992,61,106,6,10,18,135000,1964,28,0.3113207547,0.2653061224,,-0.0460146323,0.0460146323,,
1990,132,475,70,52,81,1958652,1951,39,0.2673684211,0.2623239437,,-0.0050444774,0.0050444774,,
2004,157,626,84,53,98,3500000,1974,30,0.285942492,0.3063209076,,0.0203784156,0.0203784156,,
2004,69,263,41,14,40,?,1982,22,0.2927756654,0.3060869565,,0.0133112911,0.0133112911,,
1991,10,14,0,0,4,?,1966,25,0.1428571429,0.1111111111,,-0.0317460317,0.0317460317,,
2006,111,255,39,18,78,327000,1980,26,0.2117647059,0.1973684211,,-0.0143962848,0.0143962848,,
2014,103,372,46,31,127,512500,1991,23,0.2311827957,0.275862069,,0.0446792733,0.0446792733,,
1993,32,58,3,2,24,109000,1964,29,0.1034482759,0.1111111111,,0.0076628352,0.0076628352,,
2007,9,11,3,0,5,?,1986,21,0.2727272727,0.1,,-0.1727272727,0.1727272727,,
2008,104,299,55,26,85,403000,1981,27,0.2675585284,0.2876106195,,0.020052091,0.020052091,,
2003,156,637,89,30,128,300000,1981,22,0.2888540031,0.2799227799,,-0.0089312232,0.0089312232,,
2006,92,364,59,14,70,2000000,1981,25,0.3021978022,0.204379562,,-0.0978182402,0.0978182402,,
2008,32,4,0,0,0,421000,1981,27,0.25,0.2,,-0.05,0.05,,
2001,48,32,2,2,17,400000,1971,30,0.0625,0.1568627451,,0.0943627451,0.0943627451,,
2010,131,444,58,37,92,445000,1986,24,0.2522522523,0.2304609218,,-0.0217913304,0.0217913304,,
1999,25,28,4,0,12,1875000,1970,29,0.1071428571,0.5,,0.3928571429,0.3928571429,,
1997,156,561,88,76,120,3300000,1965,32,0.2834224599,0.2251308901,,-0.0582915698,0.0582915698,,
2011,37,100,12,12,21,1000000,1971,40,0.25,0.1875,,-0.0625,0.0625,,
1990,155,619,89,87,68,1900000,1958,32,0.3021001616,0.3315018315,,0.02940167,0.02940167,,
2000,35,53,6,2,14,3000000,1968,32,0.2075471698,0.3225806452,,0.1150334753,0.1150334753,,
1999,60,119,12,19,16,5900000,1963,36,0.1596638655,0.2552301255,,0.09556626,0.09556626,,
1992,33,129,15,4,34,?,1969,23,0.1937984496,0.2509225092,,0.0571240596,0.0571240596,,
1998,157,583,76,48,104,2800000,1969,29,0.2658662093,0.2516447368,,-0.0142214724,0.0142214724,,
1997,94,170,14,14,40,550000,1967,30,0.2,0.2,,0,0,,
1990,38,75,6,2,29,2125000,1960,30,0.0933333333,0.1714285714,,0.0780952381,0.0780952381,,
2008,32,57,2,1,21,2550000,1979,29,0.0877192982,0.1176470588,,0.0299277606,0.0299277606,,
2002,10,35,2,1,8,?,1977,25,0.2285714286,0.303030303,,0.0744588745,0.0744588745,,
2010,91,200,30,17,30,?,1974,36,0.29,0.2653061224,,-0.0246938776,0.0246938776,,
2011,36,56,2,0,33,1500000,1978,33,0.0714285714,0.0925925926,,0.0211640212,0.0211640212,,
2006,136,463,84,56,66,700000,1974,32,0.3002159827,0.2246696035,,-0.0755463792,0.0755463792,,
2001,7,11,0,1,1,214000,1976,25,0.1818181818,0.2376237624,,0.0558055806,0.0558055806,,
2007,6,2,0,0,1,?,1985,22,0.5,1,,0.5,0.5,,
2014,125,385,50,39,81,?,1985,29,0.2831168831,0.25,,-0.0331168831,0.0331168831,,
1994,48,143,15,10,25,500000,1962,32,0.2097902098,0.2246376812,,0.0148474714,0.0148474714,,
2014,106,260,37,26,74,506000,1986,28,0.25,0.1884057971,,-0.0615942029,0.0615942029,,
2005,84,333,66,35,54,350000,1980,25,0.2762762763,0.2290502793,,-0.0472259969,0.0472259969,,
2011,24,47,3,2,11,3400000,1986,25,0.0638297872,0.0895522388,,0.0257224516,0.0257224516,,
2012,33,67,3,0,24,5400000,1986,26,0.0895522388,0.15,,0.0604477612,0.0604477612,,
1991,145,462,39,56,78,1725000,1960,31,0.2207792208,0.25,,0.0292207792,0.0292207792,,
1991,61,147,15,23,20,150000,1949,42,0.231292517,0.1111111111,,-0.1201814059,0.1201814059,,
2012,143,374,41,37,83,495000,1986,26,0.2272727273,0.237804878,,0.0105321508,0.0105321508,,
1999,64,186,20,12,41,222000,1975,24,0.2204301075,0.2078651685,,-0.012564939,0.012564939,,
2005,142,467,88,91,139,10333333,1970,35,0.2633832976,0.2571428571,,-0.0062404405,0.0062404405,,
1990,150,438,31,16,54,256000,1962,28,0.2237442922,0.25625,,0.0325057078,0.0325057078,,
2003,128,387,51,28,66,?,1977,26,0.2558139535,0.2734375,,0.0176235465,0.0176235465,,
2000,122,416,43,20,45,2500000,1966,34,0.3197115385,0.2259615385,,-0.09375,0.09375,,
1995,4,2,1,1,0,?,1970,25,0.5,0.2857142857,,-0.2142857143,0.2142857143,,
2005,5,4,3,0,1,?,1978,27,0.75,0.3261648746,,-0.4238351254,0.4238351254,,
1997,150,522,62,53,114,850000,1971,26,0.2528735632,0.2672605791,,0.0143870158,0.0143870158,,
1999,38,154,22,16,23,2275000,1973,26,0.2922077922,0.2523719165,,-0.0398358757,0.0398358757,,
2008,111,325,38,25,76,?,1978,30,0.2738461538,0.2156862745,,-0.0581598793,0.0581598793,,
2011,30,28,2,2,13,2100000,1982,29,0.1071428571,0.3333333333,,0.2261904762,0.2261904762,,
2013,4,6,2,1,2,?,1988,25,0.3333333333,0.265625,,-0.0677083333,0.0677083333,,
1992,158,603,72,72,36,2262500,1964,28,0.3067993367,0.3249158249,,0.0181164883,0.0181164883,,
2008,153,598,66,23,106,12000000,1976,32,0.2642140468,0.2419928826,,-0.0222211643,0.0222211643,,
2003,91,291,35,22,81,302200,1977,26,0.2542955326,0.3112033195,,0.0569077869,0.0569077869,,
2009,94,338,46,41,67,11500000,1977,32,0.2721893491,0.2777777778,,0.0055884287,0.0055884287,,
2010,33,92,6,1,42,15750000,1977,33,0.1413043478,0.1216216216,,-0.0196827262,0.0196827262,,
2009,110,334,32,27,120,6925000,1979,30,0.2005988024,0.2470930233,,0.0464942209,0.0464942209,,
2012,104,249,34,10,37,484000,1987,25,0.2329317269,0.25,,0.0170682731,0.0170682731,,
1998,152,530,78,53,54,190000,1973,25,0.3150943396,0.3200692042,,0.0049748645,0.0049748645,,
2004,155,570,66,54,109,900000,1977,27,0.2456140351,0.2620545073,,0.0164404722,0.0164404722,,
1999,32,45,3,3,14,279000,1971,28,0.0666666667,0.1,,0.0333333333,0.0333333333,,
2014,131,503,54,35,93,3600000,1989,25,0.2703777336,0.2971619366,,0.026784203,0.026784203,,
2012,100,289,35,25,38,3966666,1980,32,0.2560553633,0.2356164384,,-0.020438925,0.020438925,,
2011,89,246,26,25,36,427200,1983,28,0.2235772358,0.2755102041,,0.0519329683,0.0519329683,,
1999,95,322,54,17,63,200000,1975,24,0.2888198758,0.2848948375,,-0.0039250383,0.0039250383,,
2010,120,403,55,46,116,750000,1980,30,0.2630272953,0.2,,-0.0630272953,0.0630272953,,
2014,14,23,4,3,4,518000,1988,26,0.3043478261,0.1515151515,,-0.1528326746,0.1528326746,,
1991,5,16,0,0,2,1275000,1957,34,0.0625,0.2620967742,,0.1995967742,0.1995967742,,
1993,38,102,6,4,14,2350000,1960,33,0.2549019608,0.2805755396,,0.0256735788,0.0256735788,,
1995,107,259,29,24,34,350000,1964,31,0.2857142857,0.267281106,,-0.0184331797,0.0184331797,,
2002,162,587,71,48,96,675000,1976,26,0.2402044293,0.2448559671,,0.0046515378,0.0046515378,,
2006,156,617,98,81,126,2700000,1980,26,0.2739059968,0.2454394693,,-0.0284665274,0.0284665274,,
1998,74,206,18,12,40,170000,1973,25,0.2427184466,0.4,,0.1572815534,0.1572815534,,
2005,34,59,6,3,12,322500,1980,25,0.2711864407,0.152173913,,-0.1190125276,0.1190125276,,
2013,33,54,1,4,30,513000,1987,26,0.0740740741,0.0666666667,,-0.0074074074,0.0074074074,,
2001,90,207,26,23,44,275000,1972,29,0.2125603865,0.2708933718,,0.0583329853,0.0583329853,,
2002,30,38,6,0,16,230000,1978,24,0.1315789474,0.5,,0.3684210526,0.3684210526,,
2003,49,159,15,13,21,?,1978,25,0.2893081761,0.2826923077,,-0.0066158684,0.0066158684,,
1999,21,91,15,9,20,1500000,1968,31,0.3076923077,0.2402597403,,-0.0674325674,0.0674325674,,
1994,84,259,39,21,62,113000,1968,26,0.2586872587,0.2509363296,,-0.0077509291,0.0077509291,,
1996,127,374,46,26,76,200000,1968,28,0.2780748663,0.2490118577,,-0.0290630086,0.0290630086,,
2009,35,95,9,12,23,450000,1976,33,0.1894736842,0.2432432432,,0.053769559,0.053769559,,
2001,19,45,3,3,8,200000,1974,27,0.1555555556,0.2369942197,,0.0814386641,0.0814386641,,
2001,20,51,6,5,17,?,1976,25,0.2352941176,0.2689295039,,0.0336353863,0.0336353863,,
2003,114,179,19,16,47,600000,1972,31,0.2625698324,0.1744186047,,-0.0881512278,0.0881512278,,
1991,69,168,16,17,25,300000,1960,31,0.1845238095,0.2115384615,,0.027014652,0.027014652,,
1993,158,590,77,71,75,300000,1968,25,0.2694915254,0.2098765432,,-0.0596149822,0.0596149822,,
2002,55,100,6,6,25,625000,1968,34,0.16,0.2489626556,,0.0889626556,0.0889626556,,
2005,158,537,80,78,98,446000,1977,28,0.2756052142,0.3115318417,,0.0359266275,0.0359266275,,
2005,70,203,27,7,26,330000,1974,31,0.275862069,0.328042328,,0.0521802591,0.0521802591,,
2006,103,119,12,6,17,950000,1969,37,0.2521008403,0.2330097087,,-0.0190911316,0.0190911316,,
2005,30,19,2,0,7,15000000,1973,32,0.2631578947,0.2682926829,,0.0051347882,0.0051347882,,
2008,37,109,6,5,22,?,1983,25,0.247706422,0.2060606061,,-0.041645816,0.041645816,,
2000,17,13,3,2,5,?,1972,28,0.1538461538,0.2298850575,,0.0760389036,0.0760389036,,
1993,33,87,8,5,19,122500,1967,26,0.2873563218,0.1960784314,,-0.0912778905,0.0912778905,,
2002,157,590,118,72,69,600000,1980,22,0.313559322,0.358714044,,0.045154722,0.045154722,,
2005,161,591,129,97,65,11000000,1980,25,0.3299492386,0.3308411215,,0.0008918829,0.0008918829,,
2006,130,449,79,100,102,18279238,1972,34,0.3207126949,0.2960662526,,-0.0246464423,0.0246464423,,
2003,157,587,96,65,54,6500000,1976,27,0.3304940375,0.2866894198,,-0.0438046177,0.0438046177,,
2006,10,12,0,1,5,?,1979,27,0.1666666667,0.1428571429,,-0.0238095238,0.0238095238,,
1996,35,76,6,3,28,330000,1968,28,0.1842105263,0.1132075472,,-0.0710029791,0.0710029791,,
1991,104,287,24,15,31,700000,1964,27,0.2160278746,0.2303030303,,0.0142751557,0.0142751557,,
2007,11,13,2,1,3,?,1976,31,0.2307692308,0.3064516129,,0.0756823821,0.0756823821,,
2013,77,265,33,26,44,10000000,1977,36,0.2490566038,0.2365930599,,-0.0124635438,0.0124635438,,
1996,146,601,141,59,104,442334,1975,21,0.3577371048,0.2998296422,,-0.0579074626,0.0579074626,,
2008,18,29,0,1,4,?,1983,25,0.2068965517,0.2130434783,,0.0061469265,0.0061469265,,
2000,34,60,5,1,11,4000000,1970,30,0.2,0.1724137931,,-0.0275862069,0.0275862069,,
2010,121,371,43,55,54,1900000,1979,31,0.3018867925,0.2829268293,,-0.0189599632,0.0189599632,,
2013,30,58,5,2,23,3333333,1987,26,0.2068965517,0.1489361702,,-0.0579603815,0.0579603815,,
2004,30,4,0,0,2,2700000,1980,24,0.25,0.3333333333,,0.0833333333,0.0833333333,,
1993,139,469,49,37,88,3400000,1965,28,0.2302771855,0.2729970326,,0.0427198471,0.0427198471,,
2010,137,476,66,43,64,2000000,1980,30,0.2647058824,0.2833787466,,0.0186728642,0.0186728642,,
2004,154,573,117,92,83,13000000,1968,36,0.2897033159,0.2910958904,,0.0013925745,0.0013925745,,
2002,25,50,5,2,15,?,1973,29,0.24,0.1315789474,,-0.1084210526,0.1084210526,,
1995,28,55,6,4,26,4975000,1965,30,0.1636363636,0.1911764706,,0.027540107,0.027540107,,
1998,117,370,44,34,110,170000,1974,24,0.2756756757,0.1809045226,,-0.0947711531,0.0947711531,,
2002,26,65,9,2,24,200000,1977,25,0.2,0.25,,0.05,0.05,,
1997,36,79,10,9,22,7000000,1967,30,0.2278481013,0.1960784314,,-0.0317696699,0.0317696699,,
2005,45,31,1,1,15,650000,1978,27,0.0967741935,0.125,,0.0282258065,0.0282258065,,
1993,159,598,92,38,135,745000,1968,25,0.2608695652,0.3004694836,,0.0395999184,0.0395999184,,
1992,128,438,48,45,58,2050000,1962,30,0.2785388128,0.2853470437,,0.0068082309,0.0068082309,,
1997,149,504,51,51,91,890000,1970,27,0.2658730159,0.2083333333,,-0.0575396825,0.0575396825,,
1997,118,327,40,36,76,220000,1964,33,0.2568807339,0.172972973,,-0.083907761,0.083907761,,
1999,82,283,49,43,37,230000,1971,28,0.2897526502,0.2653061224,,-0.0244465277,0.0244465277,,
1995,34,42,5,4,11,225000,1967,28,0.2142857143,0.04,,-0.1742857143,0.1742857143,,
2006,95,359,73,30,92,1220000,1982,24,0.278551532,0.2347188264,,-0.0438327056,0.0438327056,,
